"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.021517,-0.009031,-0.999728,-0.079608,-0.030992,-0.996344,-0.029,-0.02,-0.147,0,-0.021,0.54,0.06,0,0,0,0,0,0,0,0,0,0.66,0,0,0.38,0.68,0.65
0.073038,-0.042903,-0.996406,-0.102072,-0.093168,-0.990404,-0.015,-0.068,-0.156,-0.031,0.048,0.21,0.39,0,0,0,0.97,0,0,0,0,0,0,0,0.13,0.16,0.19,0.43
0.109222,-0.033376,-0.993457,-0.00042,-0.061141,-0.998129,0.055,-0.047,-0.112,-0.108,0.052,0,0,0,0,0,0.26,0,0,0,0,0.44,0.8,0,0,0.3,0.5,0
0.043064,-0.20221,-0.978395,-0.12324,-0.197877,-0.972449,-0.041,-0.202,-0.312,-0.055,-0.046,0.01,0,0,0,0,1.18,0,0,0,0,0.07,0.65,0,0,0.38,1.04,0
0.174822,-0.066884,-0.982326,0.06422,-0.042267,-0.99704,0.12,-0.055,-0.282,-0.066,0.027,0.06,0,0,0,0,1.48,0.06,0,0,0,0,1.03,0.31,0.43,0.11,0.03,0.14
0.307634,-0.028285,-0.951084,0.226087,-0.145097,-0.96324,0.272,-0.09,-0.309,-0.234,0.181,4.07,3.78,0.12,0.11,1.74,2.38,0,0.01,0.75,0,1.82,0,2.01,0,4.66,1.03,0
0.085358,-0.196606,-0.97676,-0.076377,-0.163457,-0.98359,0.005,-0.182,-0.364,0.075,0.006,0,0,0,0,0,2.21,0.37,0,0,0,0,1.45,0.05,0.13,0,0.52,0.27
0.071624,0.060971,-0.995566,-0.073406,0.030744,-0.996828,-0.001,0.046,-0.019,-0.011,0.243,0,0,0,0.14,0,1,0.57,0,0,0,0.18,0.27,0.16,0,0.87,0.74,0
0.093343,-0.148714,-0.984465,-0.050879,-0.170861,-0.983981,0.022,-0.161,-0.257,-0.08,0.051,0,0,0,0.1,0,0.98,0,0,0,0,0.09,1.09,0,0.12,0.54,0.59,0
0.081828,-0.188213,-0.978713,-0.046507,-0.216101,-0.975263,0.018,-0.204,-0.235,-0.092,-0.011,0,0,0,0,0,0,0,0,0,0,0.55,0.16,0.14,0,0.5,0,0
