"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.068871,0.05168,-0.996286,-0.120203,0.027224,-0.992376,-0.026,0.04,-0.02,-0.028,0.1,0.1,0.14,0,0,0,0.85,0.07,0,0,0,0,0.01,0,0,0.1,0,0
0.030089,-0.046167,-0.99848,-0.118664,-0.049239,-0.991713,-0.044,-0.048,-0.082,-0.005,-0.026,0.05,0,0.21,0,0,0,0,0,0,0,0.35,1.68,0.14,0.32,0,1.1,0.01
0.013202,0.225794,-0.974086,-0.049765,0.198637,-0.978809,-0.019,0.214,0.137,0.096,0.019,0.19,0.05,1.01,0,0,0.23,0,0,0,1.01,0.09,0.51,0,0,0.01,0.62,0.53
-0.078789,0.198932,-0.976841,-0.207051,0.140129,-0.968243,-0.146,0.173,0.121,0.121,0.018,0.09,0.03,0.82,0,0.14,0.21,0.01,0,0,0.82,0.02,0.13,0,0,0.12,0.02,0.17
0.011855,0.064236,-0.997864,-0.14839,0.07208,-0.986299,-0.069,0.069,0.051,0.137,-0.024,1.11,0,1.65,0.19,0.24,0.65,0.31,0.73,0,0.59,0.28,0.09,0,0,2.43,1.7,0.16
0.050389,0.039709,-0.99794,-0.107203,0.045855,-0.993179,-0.029,0.043,0.009,0.068,-0.019,0.02,0,1.03,0.07,0,0,0,0,0,0.01,0.02,0.14,0,0,0.24,0,0.01
0.572503,-0.082243,-0.815767,0.48472,-0.17744,-0.856482,0.564,-0.154,-0.498,-0.816,0.13,0,0,0,0,1.35,1.46,0,1.49,0.45,0,0.5,1.68,1.42,0,2.55,0,0.5
0.255906,0.328867,-0.909043,-0.067042,0.403202,-0.912652,0.103,0.382,0.206,0.044,-0.066,0,0,0.26,0,0,0.04,0,0,0,0,0.04,1.03,0,0,0.93,0,3.01
0.058366,0.062186,-0.996356,-0.103148,0.061738,-0.992748,-0.023,0.062,0.04,0.068,-0.007,0,0,1.04,0,0.25,0.53,0.25,0,0,1.26,0,0.06,0,0,0.03,0,0.16
0.026407,0.238003,-0.970905,-0.084964,0.272794,-0.958313,-0.03,0.259,0.163,0.08,-0.008,0.31,0,1.28,0,0,0.3,0.02,0,0,0.87,0,0.34,0.06,0,0.14,0.38,0.65
0.080768,-0.05902,-0.994984,-0.09974,-0.103535,-0.989612,-0.01,-0.082,-0.166,-0.104,0.026,0,0,0,0,0,0.79,0,0,0,0,0,0.64,0,0.07,0.09,1.03,0
0.497901,-0.117081,-0.859294,0.343227,-0.08823,-0.935099,0.438,-0.114,-0.245,-0.48,-0.286,0,0,0.49,0,0,0,0,0,0,0,0,0,0,0,0.22,0.04,1.16
-0.02083,0.055222,-0.998257,-0.175224,0.060066,-0.982695,-0.099,0.058,0.047,0.148,0.058,0.25,0,0.89,0.38,0,0.36,0,0,0,0,0.69,0.69,0,0.17,0.14,0.66,0
