"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r"
0.101096,0.229254,-0.968102,-0.039579,0.243445,-0.969107,0.032,0.239,0.146,0.107,-0.003,0.25,0.23,1,0,0.27,0.43,0,0,0,1.82,0,0.41,0.01,0,0.31,0.35,1.04
0.048178,0.038887,-0.998082,-0.097558,0.047632,-0.994089,-0.025,0.043,0.035,0.052,-0.022,0.01,0,1.06,0.14,0,0,0,0,0,0.07,0.07,0.13,0,0,0.02,0.17,0
0.084403,0.024166,-0.996139,-0.091039,0.031239,-0.995357,-0.003,0.028,-0.057,0.052,-0.02,0,0.08,0.19,0,0,0.17,0.02,0,0,0,0.18,0.28,0.06,0,0.09,0.02,0
0.491183,0.373038,-0.787135,0.49116,0.373033,-0.787152,0.558,0.443,-0.388,0.409,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.14003,0.048015,-0.988982,-0.017196,0.050209,-0.998591,0.062,0.049,-0.058,-0.063,0.041,0.18,0.16,0,0,0,0.82,0.09,0,0,0,0.14,0.47,0.33,0,0.39,0.22,0.74
-0.032611,0.012024,-0.999396,-0.224741,-0.09157,-0.970106,-0.13,-0.04,-0.133,-0.008,-0.022,0.29,0,0,0.12,0,0,0,0,0,0,0,1.17,0,0.19,0.05,0.62,0.05
0.026972,0.012047,-0.999564,-0.112649,0.015503,-0.993514,-0.043,0.014,0.01,0.085,-0.009,0.09,0.01,0.36,0.84,0,0,0,0,0,0.19,0,0.16,0,0,0,0,0
0.056983,0.181461,-0.981746,-0.08719,0.194462,-0.977027,-0.015,0.19,0.177,-0.011,0.029,0,0,0,0,0,0.04,0,0,0,0,0,0.35,0,0,0.08,0.13,0.14
0.040556,-0.047497,-0.998048,-0.096651,-0.035486,-0.994686,-0.028,-0.042,-0.097,-0.012,-0.046,0.01,0.05,0,0,0,0,0,0,0,0,0.05,1.11,0,0,0.01,0.43,0.07
0.029355,-0.062632,-0.997605,-0.151737,-0.085857,-0.984685,-0.062,-0.075,-0.229,0.031,0.018,0.31,0,0.2,0,0,0.14,0.05,0,0,0,0.04,0.32,0.84,0,0.61,1.21,1.71
0.05591,0.104525,-0.992949,-0.07586,0.095259,-0.992558,-0.01,0.1,0.008,-0.037,0.058,0,0,0.12,0,0,0,0,0,0,0,0.12,0.22,0.04,0,0.64,0.05,0.4
0.077483,0.065367,-0.994848,-0.092748,0.070935,-0.99316,-0.008,0.068,-0.004,0.02,-0.002,0.01,0,0,0,0,0,0,0,0,0,0.29,0,0.29,0,0.55,0,0.25
-0.04719,0.242504,-0.969002,-0.191737,0.224261,-0.955481,-0.124,0.238,0.146,0.103,0.021,0.38,0.54,0.86,0,0.56,0.37,0,0,0.19,2.04,0,0.07,0.07,0.18,0.28,0.47,0.75
0.157988,0.007348,-0.987414,0.004922,-1e-05,-0.999988,0.082,0.004,-0.096,-0.089,0.075,0.51,0,0.16,0,0,0.74,0.59,0,0,0,0,0.08,0.77,0,0.52,0.18,0
0.02792,0.255463,-0.966416,-0.079108,0.210724,-0.974339,-0.026,0.236,0.148,0.07,-0.006,0,0,1.08,0,0.32,0.38,0,0,0.48,2.38,0,0.19,0.2,0.01,0,0,0.77
0.060529,0.054252,-0.996691,-0.098289,0.052754,-0.993759,-0.019,0.054,0.034,0.061,0.003,0,0,0.94,0,0.63,0.91,0.06,0,0.58,2.03,0,0,0.21,0,0.39,0.01,0.01
0.095275,0.020381,-0.995242,-0.058901,0.017196,-0.998116,0.018,0.019,-0.042,-0.032,0.073,0.36,0.28,0.24,0,0,0.23,0,0,0,0,0,0.59,0.32,0.22,0.45,0.26,0
0.104217,-0.049114,-0.993341,-0.006888,-0.067129,-0.99772,0.049,-0.058,-0.129,-0.097,0.055,0.01,0,0,0,0,0.38,0.04,0,0,0,0.37,0.93,0.01,0,0.22,0.39,0.01
0.075484,0.081998,-0.99377,-0.09419,0.081531,-0.99221,-0.009,0.082,0.053,0.045,0.009,0,0,0.75,0,1.03,0.98,0.51,0.05,1.28,2.13,0,0,0.42,0.27,0.35,0.04,0.07
0.001626,0.040749,-0.999168,-0.155267,0.048895,-0.986662,-0.077,0.045,0.024,0.132,-0.002,0.19,0,1.36,0,0.18,0.6,0.11,0.46,0,0.38,2.01,2.29,0,0.09,0,0.19,0.11
