"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","State"
0.028403,-0.011692,-0.999528,-0.1705,-0.071936,-0.982728,-0.072,-0.042,-0.159,0.038,-0.01,0.2,0,0,0,0,0,0.03,0,0,0,0.1,0.28,0.06,0,0.06,0.09,0.02,100
-0.002393,0.07898,-0.996873,-0.186351,0.067296,-0.980176,-0.095,0.074,-0.072,0.052,-0.019,0.02,0.07,0.29,0.09,0,0.02,0,0,0,0,0,0.17,0,0,0.1,0,0,100
0.060201,0.05103,-0.996881,-0.088773,0.02777,-0.995665,-0.014,0.04,-0.032,0.009,0.202,0,0,0,0,0,0.96,0.43,0,0,0,0.49,0.29,0.03,0,0.95,0.44,0,100
0.489294,-0.034454,-0.871438,0.338781,-0.044864,-0.939795,0.429,-0.044,-0.169,-0.505,-0.08,0,0,0.38,0,0,0,0.07,0,0,0,0,0,0,0,0.81,0.42,0.65,-100
0.025172,-0.066476,-0.99747,-0.126266,-0.073826,-0.989245,-0.051,-0.071,-0.088,-0.021,-0.027,0.15,0.01,0.02,0.08,0,0,0,0,0,0,0.03,0.93,0,0,0.13,1.05,0,100
0.065525,0.016636,-0.997712,-0.131791,-0.015514,-0.991156,-0.033,0.001,-0.09,-0.018,0.01,0,0,0,0.17,0,0.09,0.09,0,0,0,0,0.58,0.05,0.3,0.08,1.14,0.01,100
0.008362,0.38742,-0.921865,-0.172541,0.447608,-0.877426,-0.091,0.435,0.432,0.231,-0.17,0,0,0,0.1,0,0.62,0.46,0,0,0,0,1.46,0,2.32,0.3,0.33,0,-100
0.107292,-0.050231,-0.992958,-0.013377,-0.068958,-0.99753,0.047,-0.06,-0.123,-0.088,0.056,0.06,0.05,0.06,0,0,0.37,0.04,0,0,0,0.17,0.68,0.07,0,0.15,0.26,0.13,100
0.188746,0.003148,-0.982021,0.044956,-0.090008,-0.994926,0.118,-0.044,-0.095,-0.193,0.501,0.95,0,3.75,0.01,1.53,2.62,0.38,1.3,0,0.04,0.43,1.07,0.53,0,2.85,2.27,0,-100
0.300717,-0.06027,-0.951807,0.127123,-0.062046,-0.989944,0.217,-0.063,-0.185,-0.227,-0.002,0,0,0.55,0,0,0,0,0,0,0,0.07,0.1,0,0,0.5,0.61,0.41,-100
0.082721,-0.002839,-0.996569,-0.090301,0.003451,-0.995909,-0.004,0,-0.083,0.053,-0.019,0,0,0.01,0,0,0,0.02,0,0,0,0.31,0.22,0,0,0.16,0.16,0,100
0.090074,0.025313,-0.995613,-0.087181,0.032695,-0.995656,0.001,0.029,-0.062,0.047,-0.019,0,0.01,0.17,0,0,0.3,0,0,0,0,0.1,0.07,0.01,0,0.32,0,0,100
0.085172,0.02197,-0.996124,-0.089808,0.029139,-0.995533,-0.002,0.026,-0.059,0.049,-0.018,0.08,0,0.32,0,0,0.07,0.1,0,0,0,0,0.22,0,0,0.05,0.02,0,100
0.00831,0.375665,-0.926718,-0.181576,0.505199,-0.843685,-0.098,0.462,0.361,0.305,-0.299,0.32,0,0.96,0,0,0.09,0.27,0,0,0,0,1.7,0,1.01,0.26,0.03,1.25,-100
0.105849,-0.089256,-0.990368,-0.052091,-0.133654,-0.989658,0.027,-0.112,-0.155,-0.028,0.05,0.02,0.16,0,0.01,0,1.29,0,0,0,0,0,0.13,0,0.16,0.38,0.23,0.85,100
0.129156,-0.06393,-0.989561,-0.021213,-0.15796,-0.987218,0.055,-0.112,-0.313,-0.106,0.524,0,0,0,0.11,0,0.86,0.03,0,0,0,0.22,0.87,0,0,0.22,0,1.34,-100
0.380296,-0.045768,-0.923732,0.238161,-0.040748,-0.970371,0.316,-0.046,-0.151,-0.358,-0.207,2.37,0.17,0.3,0.56,0,0,0,0,0,0,0.46,0.46,0,0,0.24,1.23,0,-100
0.084055,0.001236,-0.99646,-0.099141,0.00671,-0.995051,-0.008,0.004,-0.112,0.06,-0.015,0.11,0,0.1,0,0,0.46,0.11,0,0,0,0.11,0.11,0.27,0,0.19,0.13,0.59,100
0.152049,0.006678,-0.98835,-0.000156,3.6e-05,-1,0.076,0.003,-0.095,-0.077,0.074,0.09,0,0,0,0,1.05,0.46,0,0,0,0,0.19,0.51,0,0.26,0.25,0.04,100
0.06142,0.068185,-0.99578,-0.143174,0.087712,-0.985803,-0.041,0.079,-0.082,0.134,-0.02,0.7,0.03,0,0,0.03,0.93,0.59,0,0.07,0,0.38,1.7,0.13,0.22,0,0.11,0,-100
0.180477,-0.692588,-0.698391,-0.212808,-0.641065,0.737393,-2.449,-1.6,-1.497,0.125,-1.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.038164,0.21336,-0.976228,-0.114677,0.196658,-0.973743,-0.039,0.207,0.172,0.013,0.026,0,0,0.2,0,0,0.18,0,0,0,0,0,0.38,0,0,0.28,0.26,0.65,100
0.10053,-0.038857,-0.994175,-0.005757,-0.060205,-0.998169,0.048,-0.05,-0.122,-0.097,0.051,0.06,0,0,0.05,0,0.44,0,0,0,0,0.25,0.73,0.26,0,0.15,0.49,0,100
0.089078,-0.000712,-0.996024,-0.092031,0.005394,-0.995742,-0.001,0.002,-0.104,0.051,-0.019,0.03,0.04,0.19,0,0,0.15,0.02,0,0,0,0.22,0.04,0.02,0,0.26,0.01,0.02,100
0.076089,-0.011387,-0.997036,-0.061312,-0.050161,-0.996857,0.007,-0.031,-0.092,-0.03,-0.032,0.02,0.01,0.04,0.04,0,0,0,0,0,0,0.1,0.54,0,0.09,0.33,0.86,0.02,100
-0.312163,0.023877,-0.949728,-0.479353,0.03295,-0.877004,-0.409,0.031,-0.168,0.448,0.111,0,0,0.61,0,0,0,0,0,0,0,0,0.65,0,0.35,0.85,0.61,0.44,-100
0.721423,0.083914,-0.687391,0.631947,-0.044457,-0.773736,0.747,0.027,0.031,-1.111,0.413,0,0,0,0,0,2.09,0.02,0,0,0,0.95,2.49,1.59,0,0.85,0,0,-100
0.015953,-0.003073,-0.999868,-0.160103,-0.033765,-0.986523,-0.072,-0.019,-0.066,0.007,0.065,0,0,0,0,0,0.48,0.03,0,0,0,0,0.44,0,0,0.37,0.04,0.2,100
-0.135515,0.052386,-0.989389,-0.434593,0.01836,-0.90044,-0.293,0.037,-0.264,0.31,0.414,0,0,0.28,0,0,0.08,0.03,0,0,0,0,1.04,0,0,0.53,0,2.85,-100
-0.050599,-0.054604,-0.997225,-0.163043,-0.120925,-0.97918,-0.108,-0.089,-0.266,0.055,0.378,0.23,0,0.54,0.51,0.02,2.34,0,0,0,0,0,1.06,0,0,3.03,3.92,0.09,-100
0.042466,0.167007,-0.985041,-0.088416,0.153441,-0.984194,-0.023,0.161,0.073,-0.021,0.029,0,0.01,0.03,0,0,0,0,0,0,0,0.22,0.03,0.02,0,0.93,0,0.25,100
0.057088,-0.240541,-0.968959,-0.112632,-0.182346,-0.976762,-0.029,-0.214,-0.436,0.121,-0.264,0.24,0.47,0,0,1.14,0.68,0.12,0.6,0.91,0,1.34,1.28,0.05,0.29,1.01,0,0,-100
-0.267157,-0.103266,-0.958104,-0.537768,-0.132447,-0.832624,-0.422,-0.131,-0.317,0.439,0.13,0.15,0,0.2,0,0,0.28,0,0.08,0,0,0,2.18,0.07,1.24,0,1.19,0,-100
0.048908,-0.026807,-0.998443,-0.118305,-0.06857,-0.990607,-0.035,-0.048,-0.12,-0.071,0.048,0.01,0,0,0,0,0.08,0,0,0,0,0,0.71,0,0,0.07,0.09,0,100
-0.009172,0.086311,-0.996226,-0.162264,0.061567,-0.984825,-0.086,0.075,-0.034,-0.03,-0.019,0.4,0.29,0.02,0.12,0,0,0,0,0,0,0,0.84,0.11,0.05,0.11,0.46,0,100
0.199584,-0.236718,-0.950858,0.008261,-0.220708,-0.975305,0.107,-0.233,-0.428,-0.109,0.057,0.11,0.07,0,0,0,1.79,0.63,0,0,0,0.47,2.2,0.1,1.34,0,0.2,0,-100
0.100022,-0.032541,-0.994453,-0.013423,-0.062324,-0.997966,0.043,-0.048,-0.119,-0.106,0.054,0.04,0,0,0,0,0,0,0,0,0,0.2,0.93,0,0.02,0.24,0.63,0.03,100
0.357085,-0.0225,-0.933801,0.225353,-0.047675,-0.97311,0.296,-0.037,-0.168,-0.376,-0.072,1.87,0,0.09,0,0,0,0,0.22,0,0,0.44,0,0,0,1.39,0.08,0,-100
-0.009806,-0.185593,-0.982578,-0.178738,-0.147475,-0.972781,-0.096,-0.169,-0.42,0.186,0.011,1.93,0.21,0.97,0,0.55,2.89,0.08,0.28,0.04,0,0.83,1.91,0.53,0.71,0.65,0.1,0,-100
0.014795,-0.327974,-0.944571,-0.127212,-0.277397,-0.952296,-0.059,-0.309,-0.568,0.119,-0.196,0.45,0.33,0,0,0.97,0.62,0,0.75,0.5,0,0.33,2.03,0,0.1,0.13,1.13,0,-100
0.043575,-0.048807,-0.997857,-0.073073,-0.070625,-0.994823,-0.015,-0.06,-0.306,0.107,0.077,2.44,0,1.53,0,0.4,2.93,0.34,0.09,0,0,0.79,0.53,0.23,0,0.33,0.03,0,-100
0.035702,0.424949,-0.904513,-0.337136,0.44757,-0.828264,-0.172,0.466,0.383,0.301,-0.143,0,0,0.26,0,0,1.75,0.72,0,0,0,0,0.74,0,0.88,1.33,0,1.49,-100
0.048292,-0.261708,-0.963938,-0.107319,-0.206611,-0.97252,-0.03,-0.237,-0.472,0.087,-0.227,0.66,1.46,0,0,1.12,1.82,0.12,0.34,0.62,0,0.91,1.16,0.01,0,0.43,0.72,0,-100
0.106268,-0.035419,-0.993706,-0.015393,-0.065944,-0.997705,0.046,-0.051,-0.122,-0.098,0.052,0.04,0,0,0,0,0.47,0,0,0,0,0.49,0.76,0.12,0,0.18,0.55,0.01,100
0.042351,0.192557,-0.980372,-0.08998,0.198132,-0.976036,-0.024,0.197,0.165,0.006,0.027,0,0.06,0,0,0,0.14,0,0,0,0,0,0.42,0,0,0.5,0.19,0.04,100
0.089987,0.167468,-0.981762,-0.029152,0.108897,-0.993626,0.031,0.139,0.073,-0.165,0.088,0.25,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0.31,0.1,0.73,0,100
0.004955,-0.013703,-0.999894,-0.177083,-0.043547,-0.983232,-0.087,-0.029,-0.076,-0.046,0.078,0.14,0,0,0,0,0.27,0,0,0,0,0,0.38,0,0,0.21,0.52,0.07,100
0.035189,-0.018142,-0.999216,-0.130643,-0.066304,-0.98921,-0.048,-0.042,-0.106,-0.06,0.086,0.19,0,0,0,0,0.49,0,0,0,0,0,0.58,0,0,0,0,0,100
0.125039,-0.00052,-0.992152,-0.031624,-0.007746,-0.99947,0.047,-0.004,-0.084,-0.034,0.054,0,0,0.03,0,0,0.11,0,0,0,0,0.05,0,0.68,0,0.48,0,0.28,100
0.03794,-0.01512,-0.999166,-0.100975,-0.004434,-0.994879,-0.032,-0.01,-0.09,-0.018,-0.027,0.01,0,0,0,0,0,0,0,0,0,0.21,1.49,0,0.06,0.16,1.1,0.08,100
0.084205,-0.197733,-0.976633,-0.078338,-0.174151,-0.981598,0.003,-0.188,-0.376,0.065,0.057,0,0,0,0,0,2.13,0.25,0,0,0,0,1.62,0,0.14,0,0.35,0.23,-100
0.15424,0.09533,-0.983424,-0.008277,0.092987,-0.995633,0.074,0.095,0.057,-0.076,0.031,0,0.09,0,0.1,0,0,0,0,0,0,0.12,0,0,0,0.41,0,0,100
0.147192,0.082847,-0.985632,-0.012625,0.076551,-0.996986,0.068,0.08,0.026,-0.07,0.052,0,0,0.01,0,0,0,0,0,0,0,0.42,0,0,0,0.79,0,0,100
0.207448,-0.250532,-0.945621,0.000439,-0.243082,-0.970006,0.108,-0.252,-0.44,-0.106,0.065,0.16,0.29,0,0,0,1.66,0.59,0,0.03,0,0.68,1.28,0.68,0.63,1.16,0.28,0,-100
0.039246,0.209649,-0.976989,-0.088157,0.204178,-0.974956,-0.025,0.209,0.17,0.009,0.027,0,0.02,0.12,0,0,0.11,0,0,0,0,0,0.43,0,0,0.21,0.33,0.3,100
-0.325532,-0.143588,-0.934565,-0.574767,-0.164974,-0.801515,-0.478,-0.176,-0.374,0.468,0.157,0.09,0,0.54,0,0,0.79,0,0.04,0,0,0,2.32,0,1.7,0,1.3,0.1,-100
0.000551,-0.026263,-0.999655,-0.15714,0.00221,-0.987574,-0.079,-0.012,-0.212,0.107,0.09,0.12,0,1.09,0.04,0,4.16,0.39,0.76,0,0,0.43,2.54,0.98,2.18,0,0,0,-100
0.170649,-0.164552,-0.971495,0.010099,-0.220685,-0.975293,0.093,-0.195,-0.398,-0.09,0.296,0.23,0,0,0,0,0.97,0.06,0,0,0,0,0.91,0,0,0.02,0.43,0,-100
0.45863,-0.071133,-0.885776,0.326006,-0.114701,-0.938384,0.406,-0.102,-0.247,-0.482,0.033,1.73,0,1.25,0,0.25,0,0,1.29,0.14,0,0.94,0,0,0,1.51,0.75,0.57,-100
0.089006,-0.194835,-0.976789,-0.102564,-0.15141,-0.983136,-0.007,-0.175,-0.369,0.048,-0.024,0.78,0.65,0,0,0,1.07,0.11,0,0,0,0.96,1.68,0.11,0.65,0.38,0.04,0,-100
0.502972,0.224325,-0.834684,0.40183,0.197768,-0.894103,0.482,0.239,0.387,-0.761,0.413,0.61,0,1.15,0.05,0,0.4,0,0.22,0,0,0,1.95,0,0.96,2.16,2.86,0,-100
0.056505,0.157633,-0.98588,-0.089779,0.145197,-0.985321,-0.017,0.152,0.07,-0.023,0.026,0,0.01,0.03,0,0,0,0,0,0,0,0.34,0.08,0.02,0,0.85,0,0.17,100
0.005597,0.017652,-0.999829,-0.102498,-0.014838,-0.994623,-0.049,0.001,-0.235,0.113,0.384,0.87,0.31,0.59,0.67,1.79,2.33,0,1.36,0.78,0,0,0,0,0,3.88,3.13,0,-100
0.070865,0.095295,-0.992923,0.038932,0.064765,-0.997141,0.055,0.08,-0.099,-0.017,-0.027,0.7,0.53,0.39,0,0,0.43,0,0,0,0,0,1.34,0,0,0,0.73,2,100
0.550699,0.041921,-0.83365,0.417389,-0.050173,-0.907342,0.507,-0.005,-0.298,-0.485,0.195,0,0,0,0,0,0,0,0.62,0,0,2.87,0.81,1.73,0,0.04,0,0.6,-100
-0.31307,-0.02384,-0.949431,-0.485929,-0.035647,-0.873271,-0.413,-0.033,-0.224,0.481,0.057,0,0,0.64,0,0,0,0,0.06,0,0,0,1.33,0,1.36,0.06,1.11,0,-100
0.469664,0.01313,-0.882748,0.36039,-0.012351,-0.93272,0.429,0,-0.087,-0.536,0.001,0.82,0,2.95,0.05,0,0.16,0,0.91,0,0,0.05,0.71,0,0,0.89,1.6,0,-100
0.01612,0.224805,-0.97427,-0.11593,0.222885,-0.967927,-0.051,0.227,0.179,0.018,0.026,0,0.09,0.08,0,0,0.13,0,0,0,0,0,0.48,0,0,0.58,0.27,0.33,100
-0.335401,0.001182,-0.942075,-0.500446,-0.002458,-0.865764,-0.433,-0.001,-0.176,0.472,0.12,0,0,0.65,0,0,0,0,0,0,0,0,0.71,0,1.12,0.55,0.77,0,-100
0.083168,-0.01021,-0.996483,-0.08933,-0.004877,-0.99599,-0.003,-0.008,-0.095,0.051,-0.014,0.13,0.17,0.08,0,0,0,0,0,0,0,0.08,0.01,0,0,0.28,0,0,100
0.088728,-0.01313,-0.995969,-0.085608,-0.007822,-0.996298,0.002,-0.011,-0.1,0.046,-0.017,0.06,0,0.01,0,0,0,0,0,0,0,0.24,0.11,0.03,0,0.03,0,0,100
0.537956,0.032202,-0.842358,0.40015,-0.071496,-0.913656,0.491,-0.022,-0.305,-0.477,0.187,0,0,0,0,0,0,0,0.76,0,0,2.97,1.12,1.9,0,0,0,0.07,-100
-0.078253,0.38835,-0.918183,-0.443679,0.285248,-0.849578,-0.287,0.364,0.146,0.217,0.287,0,0,0,0,0,0.11,0,0,0,0,0,1.02,0,0,1.12,0.02,3.05,-100
0.162402,-0.081659,-0.98334,0.013071,-0.114385,-0.993351,0.089,-0.099,-0.106,-0.112,0.054,0,0,0,0.04,0,0,0,0,0,0,0.26,1,0,0.04,0.04,0.28,0,100
0.467052,0.080756,-0.880535,0.358546,0.034156,-0.932887,0.427,0.063,-0.026,-0.558,0.222,2.51,0.08,1.39,0,0,0,0,1.56,0,0,0,0,0,0,1.52,1.85,0.14,-100
0.151358,-0.065965,-0.986276,-0.01403,-0.10781,-0.994072,0.069,-0.088,-0.131,-0.088,0.087,0.2,0,0,0.95,0,0,0,0,0,0,0.26,0.35,0,0.07,0.41,0.21,0,100
0.135696,-0.013857,-0.990654,-0.08174,0.017681,-0.996497,0.027,0.002,-0.098,0.015,-0.007,0,0.14,0,0.24,0,0.24,0,0,0,0,0,0.99,0,0.47,0.2,0.84,0,100
0.031363,-0.025779,-0.999176,-0.119508,-0.029102,-0.992407,-0.044,-0.028,-0.077,-0.031,-0.025,0.14,0.04,0,0.1,0,0,0,0,0,0,0,1.18,0,0.22,0.17,0.71,0,100
0.100874,-0.021019,-0.994677,-0.00619,-0.060864,-0.998127,0.047,-0.041,-0.121,-0.105,0.053,0,0.05,0,0,0,0.03,0.01,0,0,0,0.09,0.91,0.07,0,0.35,0.55,0.11,100
0.184035,0.048173,-0.981739,-0.033676,-0.00456,-0.999422,0.076,0.022,-0.126,-0.105,0.05,0,0,0.02,0,0,0.71,0.02,0,0,0,0.29,1.09,0.06,0,0.21,0.65,1.14,100
0.164515,-0.050192,-0.985097,-0.06031,-0.076431,-0.995249,0.053,-0.064,-0.123,0.047,-0.03,0,0.02,0,0.72,0,0.62,0,0,0,0,0,0.35,0.04,0.18,0.43,0.93,0,100
0.568713,-0.036386,-0.821731,0.452229,-0.083221,-0.888011,0.538,-0.07,-0.252,-0.446,0.108,0,0,0,0,0,0,0,0.59,0,0,0.55,1.4,0.18,0,0,0.2,0.19,-100
0.556041,0.087696,-0.826516,0.457294,-0.061183,-0.887208,0.534,0.015,-0.196,-0.481,0.132,0,0,0,0.32,0,0.35,0,0.49,0,0,0,0.53,0,0,1.18,3.19,0.05,-100
0.473144,-1e-05,-0.880985,0.351982,-0.032558,-0.93544,0.426,-0.018,-0.092,-0.569,-0.002,1,0,2.22,0,0,0,0,0.11,0,0,0,1.18,0.27,0,0.84,1.29,0,-100
0.254795,-0.144491,-0.956139,0.12367,-0.190612,-0.973844,0.194,-0.172,-0.293,-0.222,0.102,0.09,0,2.45,0,1.31,1.83,0.06,0.64,0.21,0.01,0,0,0.48,0,1.86,1.94,0,-100
0.081378,-0.001469,-0.996682,-0.092238,0.004934,-0.995725,-0.005,0.002,-0.082,0.054,-0.018,0,0,0.01,0,0,0,0.01,0,0,0,0,0.13,0,0,0.28,0,0,100
0.056983,0.181461,-0.981746,-0.08719,0.194462,-0.977027,-0.015,0.19,0.177,-0.011,0.029,0,0,0,0,0,0.04,0,0,0,0,0,0.35,0,0,0.08,0.13,0.14,100
0.13593,-0.26702,-0.954056,-0.024681,-0.251065,-0.967656,0.058,-0.263,-0.414,-0.008,-0.087,0,0,0,0,0,1.01,0.14,0,0,0,0.05,1.43,0,0,0,0.22,0,-100
0.038332,-0.184148,-0.982151,-0.088869,-0.161453,-0.982871,-0.026,-0.174,-0.389,0.044,-0.084,0.5,0,0,0,0,1.51,0,0,0,0,0.4,1.51,0,0.03,0.23,0.23,0,-100
0.098191,-0.027147,-0.994797,-0.008055,-0.054055,-0.998505,0.045,-0.041,-0.11,-0.099,0.056,0,0,0,0,0,0.19,0,0,0,0,0.1,0.67,0.11,0,0.07,0.23,0,100
-0.00303,0.037006,-0.99931,-0.126618,0.034328,-0.991357,-0.065,0.036,-0.024,-0.017,-0.028,0.04,0,0.06,0,0,0.26,0,0,0,0,0.4,1.22,0,0,0,0.79,0.11,100
0.049374,0.07089,-0.996261,-0.11249,0.00029,-0.993653,-0.032,0.036,-0.009,-0.068,0.189,0,0,0,0.03,0,0.59,0.13,0,0,0,0,0,0,0,0,0,0,100
-0.326757,-0.156727,-0.932023,-0.569165,-0.169485,-0.804566,-0.476,-0.186,-0.386,0.5,0.126,0.99,0,0.54,0,0,0.96,0,0,0,0,0,1.89,0.02,1.42,0,1.31,0,-100
0.428615,0.10296,-0.897601,0.213663,0.075014,-0.974023,0.331,0.095,-0.138,-0.43,0.202,0.62,0.33,0,0,2.31,3.07,0,1.45,0.77,0.17,0,0,0.42,0,5,4.36,0,-100
0.108389,-0.032684,-0.993571,0.010766,-0.064306,-0.997872,0.06,-0.049,-0.22,-0.034,-0.151,0.06,0,0.67,1.23,0.67,1.81,0.49,0,0,0,0.22,2.76,0.18,1.76,0,0.79,0,-100
0.100638,-0.030789,-0.994447,-0.007979,-0.067961,-0.997656,0.046,-0.05,-0.125,-0.085,0.055,0.01,0,0,0,0,0.12,0,0,0,0,0.2,0.62,0,0.06,0.09,0.33,0,100
0.114327,-0.035223,-0.992819,-0.010324,-0.060791,-0.998097,0.052,-0.048,-0.121,-0.1,0.053,0.03,0,0.01,0,0,0.21,0,0,0,0,0.05,0.78,0.03,0,0.26,0.37,0,100
0.07015,-0.101973,-0.992311,-0.136376,-0.104244,-0.985157,-0.033,-0.104,-0.406,0.081,0.018,0.98,0.15,0.14,0,0,1.37,0.24,0,0,0,0,0.24,0.32,0,0,0.34,2.17,100
0.580509,0.062634,-0.811841,0.446844,-0.040594,-0.893691,0.542,0.013,-0.182,-0.476,0.204,0,0,0,0,0,0,0,0.37,0,0,0.3,0.93,0.07,0,0.21,0.36,0.16,-100
0.061479,-0.048253,-0.996941,-0.104749,-0.094707,-0.989979,-0.022,-0.072,-0.187,-0.037,0.042,0.41,0.06,0,0,0,1.32,0.02,0,0,0,0,0,0.05,0.19,0.15,0.3,0.35,100
0.025802,-0.006254,-0.999647,-0.114072,-0.008094,-0.993439,-0.044,-0.007,-0.063,-0.028,-0.038,0.09,0.04,0,0.06,0,0,0,0,0,0,0.12,0.89,0,0.3,0.06,0.95,0,100
0.138534,0.150711,-0.978823,-0.0737,0.147809,-0.986266,0.033,0.151,-0.068,-0.038,0.08,0.05,0.02,0.16,0,0,2.01,0.29,0,0,0,0,0.03,0,0,0,0,1.62,100
0.070201,0.095483,-0.992953,-0.069585,0.098466,-0.992705,0,0.097,-0.03,-0.043,0.043,0,0.13,0,0,0,0.86,0.06,0,0,0,0.14,0.84,0.16,0,0.27,0.4,0,100
0.449254,-0.089999,-0.888859,0.317531,-0.129427,-0.939373,0.397,-0.119,-0.279,-0.457,0.015,1.55,0,1.4,0,0.29,0,0.01,1.05,0.06,0.07,1.04,0,0,0,1.76,0.98,0.16,-100
0.114306,0.158558,-0.980711,-0.009151,0.112586,-0.9936,0.053,0.136,0.053,-0.165,0.097,0.25,0,0,0,0,0,0.27,0,0,0,0,0.16,0,0.1,0.95,0.83,0,100
0.176571,-0.044264,-0.983292,-0.055979,-0.070413,-0.995946,0.061,-0.058,-0.118,0.037,-0.023,0,0.02,0,0.84,0,0.43,0,0,0,0,0,0.45,0.04,0.2,0.38,0.97,0,100
0.114054,-0.054131,-0.991999,-0.008859,-0.07029,-0.997487,0.053,-0.062,-0.126,-0.096,0.048,0.02,0,0.01,0,0,0.26,0.04,0,0,0,0.38,0.93,0.06,0,0,0.3,0.23,100
0.071846,0.014671,-0.997308,-0.146549,-0.00839,-0.989168,-0.038,0.003,-0.274,0.06,0.053,0.67,0,0.4,0,0,1.17,0.04,0,0,0,0.1,0.03,1,0,0.34,1.02,2.08,100
0.066623,-0.090811,-0.993637,-0.099666,-0.03026,-0.994561,-0.017,-0.061,-0.27,0.048,-0.092,0.31,0.42,0,0,1,1.75,0,0.79,1.43,0,0.86,1.04,0.39,1.65,0.72,0.11,0,-100
0.033433,-0.02571,-0.99911,-0.115213,-0.030435,-0.992874,-0.041,-0.028,-0.078,-0.029,-0.025,0.16,0,0,0.36,0,0,0,0,0,0,0,1.3,0,0.22,0.23,0.76,0,100
-0.018529,0.215584,-0.97631,-0.172499,0.411496,-0.894938,-0.102,0.323,0.21,0.327,-0.335,0,0,1.3,0,0,0.73,0,0,0,0,0,0.44,0,1.52,0,0.02,2.09,-100
0.419459,-0.114811,-0.900485,0.268852,-0.098654,-0.958116,0.355,-0.114,-0.248,-0.394,-0.238,2.39,0,0.62,0,0,0,0,0,0,0,0.32,0,0,0,0.59,0.35,0.13,-100
0.480243,0.031103,-0.876584,0.331474,0.004917,-0.943452,0.42,0.02,-0.101,-0.514,0.067,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0.8,0.39,1.1,-100
-0.01662,-0.231555,-0.97268,-0.194401,-0.199254,-0.960472,-0.109,-0.219,-0.446,0.251,-0.124,1.72,1.55,0.58,0.01,0,2.01,0.53,0.06,0.01,0,3.09,1.91,0.53,0,1.75,0.21,0.12,-100
0.425803,0.133331,-0.894939,0.329151,0.10399,-0.938534,0.391,0.129,-0.105,-0.495,0.347,0,0,0,0,0,0,0,0.65,0,0,0.46,1.13,0.39,0,0.03,0.22,0.6,-100
0.101772,-0.037146,-0.994114,-0.012102,-0.054025,-0.998466,0.045,-0.046,-0.121,-0.097,0.051,0,0,0.01,0,0,0.57,0.02,0,0,0,0.16,0.69,0.13,0,0.16,0.08,0,100
0.126095,-0.051973,-0.990656,-0.032603,-0.041564,-0.998604,0.047,-0.047,-0.079,-0.024,-0.024,0,0,0,0,0,0,0,0,0,0,0.03,1.09,0,0.01,0.21,0.86,0,100
-0.111428,-0.192412,-0.974967,-0.297519,-0.223443,-0.9282,-0.212,-0.215,-0.433,0.193,-0.025,1.17,0.78,0,0,0,1,0,0,0,0,0.82,3.17,0,0,0,0.61,0,-100
0.050366,-0.078612,-0.995632,-0.109209,-0.082811,-0.990563,-0.03,-0.081,-0.234,-0.079,0.001,3.8,1.01,0.02,3.1,0,0,0,0,0,0,0,0.5,0,0,0.63,1.28,0,-100
0.012482,0.030109,-0.999469,-0.179947,-0.001737,-0.983675,-0.084,0.014,-0.125,0.059,-0.011,0,0,0,0.17,0,1.03,0.06,0,0,0,0,0,0,0,0,0.32,0.1,100
-0.009547,-0.275465,-0.961264,-0.204618,-0.235113,-0.950186,-0.112,-0.261,-0.491,0.265,-0.171,1.35,1.02,0.48,0,0.16,1.74,0.75,0,0.03,0,3.43,2.12,0.27,0,2.22,0.57,0.01,-100
-0.006014,0.112579,-0.993625,-0.129207,0.07419,-0.988838,-0.068,0.094,-0.169,0.081,0.007,0.57,0,0.34,0,0,1.34,0.24,0,0,0,0.34,0.06,0.17,0,0.02,0.42,2.53,100
0.089153,0.055319,-0.994481,-0.060651,0.044998,-0.997144,0.014,0.05,-0.02,-0.031,0.121,0.17,0,0,0,0,0.98,0.35,0,0,0,0.2,0.34,0.37,0,0.82,0.41,0,100
0.432851,0.000196,-0.901466,0.276952,-0.012734,-0.960799,0.364,-0.007,-0.111,-0.426,-0.01,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0.55,0.42,0,-100
0.572188,-0.095777,-0.81451,0.49056,-0.189257,-0.850607,0.568,-0.17,-0.494,-0.82,0.143,0,0,0,0,1.26,1.15,0,1.29,0.44,0,0.18,1.56,1.69,0,2.66,0,0.03,-100
0.483886,-0.08558,-0.870936,0.351899,-0.117108,-0.928683,0.435,-0.112,-0.275,-0.484,-0.047,1.16,0,1.21,0,0,0,0,0.98,0.24,0,1.22,0.15,0,0,0.77,0.37,0.22,-100
0.007414,0.008372,-0.999937,-0.097808,-0.019197,-0.99502,-0.045,-0.005,-0.249,0.11,0.405,0.65,0.17,0.84,0.6,1.16,2.09,0,1.02,0.42,0,0,0.16,0,0,3.84,3.44,0.16,-100
