"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU14_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r","AU45_r","State"
0.025885,0.004623,-0.999654,-0.147409,-0.01184,-0.989005,-0.061,-0.004,-0.159,0.064,0.005,0.16,0.29,0.05,0,0,0.02,0.24,0,0,0,0.01,0.01,0,0,0.25,0.44,0.06,100
0.216221,-0.05947,-0.974532,0.000156,-0.036286,-0.999341,0.109,-0.048,-0.091,-0.032,-0.021,0,0,0,0.05,0,0,0,0,0,0,0.11,0.75,0.04,0.12,0.53,1.25,0.25,100
0.072172,-0.036526,-0.996723,-0.120491,-0.069365,-0.990288,-0.024,-0.053,-0.141,-0.146,0.042,0.19,0,0,0.45,0,0,0,0,0,0,0,0.67,0.09,0.24,0,1.03,0,100
0.012044,-0.027686,-0.999544,-0.155937,-0.051953,-0.9864,-0.072,-0.04,-0.124,0.051,-0.007,0,0,0,0,0,0.76,0,0,0,0,0.12,0.26,0.09,0.26,0.46,0.72,0,100
0.0913,-0.033694,-0.995253,0.001657,-0.06022,-0.998184,0.047,-0.047,-0.128,-0.092,0.054,0,0,0,0,0,0.19,0,0,0,0,0,1.01,0,0.08,0.25,0.35,0,100
0.086267,0.025174,-0.995954,-0.098086,-0.023524,-0.9949,-0.006,0.001,-0.075,-0.13,0.069,0,0,0,0,0,0.15,0,0,0,0,0.02,0.9,0,0.1,0,1.09,0,100
0.172853,-0.205753,-0.963217,0.049063,-0.243151,-0.968747,0.114,-0.228,-0.474,-0.07,-0.021,0.96,2.15,0,0.17,0.42,1.31,0,0,0.3,0.14,1.81,2.58,0,0,0,1.48,0,-100
0.065843,0.064573,-0.995738,-0.081714,0.034606,-0.996055,-0.008,0.05,-0.019,-0.003,0.237,0,0,0,0,0,0.74,0.38,0,0,0,0.21,0.32,0.04,0,1.01,0.63,0,100
0.086868,0.023996,-0.995931,-0.087567,0.030747,-0.995684,0,0.027,-0.056,0.048,-0.02,0.03,0.06,0.23,0,0,0,0.01,0,0,0,0.2,0.24,0.11,0,0.11,0,0,100
0.399492,0.215207,-0.891119,0.237735,0.08433,-0.967662,0.33,0.16,-0.108,-0.492,0.336,0,0,0,0,0,0.1,0,0.95,0,0,0.27,1.42,0.78,0,0.04,0.19,2.18,-100
0.081353,-0.012496,-0.996607,-0.099087,-0.029527,-0.994641,-0.009,-0.021,-0.102,-0.007,-0.015,0,0,0,0,0,0.06,0.22,0,0,0,0.04,0.93,0,0.01,0.18,1.09,0.06,100
0.068279,0.027408,-0.99729,-0.092519,0.024567,-0.995408,-0.012,0.026,-0.06,0.047,0.043,0,0,0.6,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0.84,100
0.510675,0.011649,-0.859695,0.392003,-0.053122,-0.918429,0.47,-0.023,-0.175,-0.487,0.235,0,0,0,0,0,0,0,0.85,0,0,0.21,1.18,0.92,0,0.57,0.49,0.13,-100
0.021831,0.080065,-0.996551,-0.166651,0.045733,-0.984955,-0.073,0.063,-0.074,0.053,-0.011,0.1,0.15,0.33,0,0,0,0,0,0,0,0,0,0,0,0.04,0.01,0.2,100
0.054215,0.048305,-0.99736,-0.105983,0.021299,-0.99414,-0.026,0.035,-0.031,-0.019,-0.03,0,0,0,0.06,0,0,0,0,0,0,0.12,0.25,0,0.09,0,0.33,0,100
0.079327,0.126632,-0.988773,-0.062943,0.087621,-0.994163,0.008,0.108,0.067,-0.101,0.049,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.59,0,0.01,100
0.071375,0.064317,-0.995374,-0.072972,0.032904,-0.996791,-0.001,0.049,-0.013,-0.013,0.257,0,0,0,0,0,1.39,0.51,0,0,0,0.18,0.19,0.16,0,0.89,0.39,0,100
0.430266,0.069923,-0.89999,0.329438,-0.003707,-0.94417,0.391,0.036,0.049,-0.554,0.394,1.55,0.75,1.85,0,0,0.16,0,0.76,0,0,0,0.63,0,0,0.66,1.26,0,-100
0.084249,0.002904,-0.996441,-0.096153,0.007827,-0.995336,-0.006,0.005,-0.095,0.055,-0.013,0,0,0,0,0,0.04,0,0,0,0,0.08,0.01,0,0,0.11,0.09,0.02,100
0.115211,-0.02822,-0.99294,-0.003402,-0.067141,-0.997738,0.056,-0.048,-0.128,-0.09,0.055,0.19,0,0.17,0,0,0.39,0.02,0,0,0,0.19,0.73,0.02,0,0.22,0.5,0.1,100
0.304639,0.425657,-0.852063,-0.191001,0.433846,-0.880509,0.065,0.461,0.304,-0.033,-0.019,0,0.11,0.64,0,0,0.94,0.87,0.02,0,0.14,0,0.6,0,0,0.9,0.24,2.65,-100
0.119548,0.051555,-0.991489,-0.034739,0.061682,-0.997491,0.043,0.057,-0.023,-0.025,-0.014,0,0.01,0.06,0,0,1.35,0,0,0,0,0.34,0.73,0.51,0.04,0.07,0.27,0,100
0.142603,-0.023915,-0.989491,0.022435,-0.049822,-0.998506,0.083,-0.037,-0.119,-0.104,0.054,0,0.02,0.06,0,0,0.28,0.04,0,0,0,0.09,1.02,0.16,0,0.26,0.54,0.86,100
0.49549,-0.018924,-0.868408,0.35738,-0.01748,-0.933796,0.442,-0.02,-0.152,-0.51,-0.163,1.32,0,0.91,0,0.78,0.13,0,1.84,0.94,0.05,0,0.01,0,0,1.13,0.51,0.78,-100
-0.315614,0.005392,-0.948872,-0.416198,-0.017848,-0.909099,-0.375,-0.007,-0.229,0.516,0.023,0,0,0.38,0.08,0.65,1.77,0.63,1.25,0.67,0.39,0,1.45,0.81,0.73,0.07,0.19,0,-100
0.125965,0.065223,-0.989888,-0.02099,0.046137,-0.998715,0.053,0.056,-0.035,-0.056,0.143,0.09,0.01,0,0,0,1.32,0.73,0,0,0,0,0,0.19,0,0.29,0,0,100
0.17065,-0.061666,-0.9834,-0.081519,-0.059185,-0.994913,0.045,-0.061,-0.131,0.032,-0.01,0,0,0,0.6,0,0.4,0,0,0,0,0.02,0.35,0,0.57,0.41,0.79,0,100
-0.3232,0.02107,-0.946096,-0.491357,0.034619,-0.87027,-0.422,0.031,-0.184,0.475,0.133,0,0,0.65,0,0,0,0,0,0,0,0,0.81,0,0.99,0.59,0.96,0.14,-100
0.077324,0.03415,-0.996421,-0.132311,0.084726,-0.98758,-0.028,0.06,-0.175,0.086,-0.107,2.69,0.02,0.94,0.24,0.03,1.95,0,0.05,0,0,0.77,1.11,1.07,0.52,0.28,0.87,0,-100
-0.33115,-0.037443,-0.942835,-0.512282,-0.044271,-0.857676,-0.438,-0.045,-0.168,0.515,0.077,0,0,1.47,0.44,0.01,0.07,0,0.43,0,0,0,1.69,0.01,0.48,1.81,5,0.01,-100
0.072131,0.088538,-0.993458,-0.073777,0.060832,-0.995418,-0.001,0.075,-0.04,-0.024,0.02,0,0,0.23,0,0,0,0,0,0,0,0.28,0,0.1,0,0.57,0,0.1,100
0.045635,0.206074,-0.977472,-0.092771,0.198124,-0.975777,-0.024,0.204,0.176,0.011,0.025,0,0.09,0.24,0,0,0.17,0,0,0,0,0,0.5,0,0,0.15,0.33,0.53,100
0.224771,0.062562,-0.972401,-0.011383,0.021246,-0.999709,0.108,0.042,-0.077,-0.114,0.095,0.17,0,0.14,0,0,1.26,0.31,0,0,0,0.47,0.72,0.11,0,0,0.66,1.15,100
0.112944,-0.083309,-0.990103,-0.041051,-0.087471,-0.995321,0.036,-0.086,-0.195,-0.028,0.02,0.47,0,0,0.02,0,0.15,0.21,0,0,0,0.15,0.15,0.44,0,0.18,0,0,100
0.075479,-0.057407,-0.995493,-0.090141,-0.082414,-0.992513,-0.007,-0.07,-0.154,-0.079,0.016,0,0,0,0,0,0.71,0,0,0,0,0,0.2,0.06,0.01,0.04,0.69,0,100
0.051207,0.105384,-0.993112,-0.120554,0.1074,-0.98688,-0.035,0.107,0.011,0.033,0.033,0,0,0.33,0,0,0,0,0,0,0,0,0,0.16,0,0.02,0,0.28,100
0.081387,-0.005493,-0.996667,-0.092465,0.000309,-0.995716,-0.006,-0.003,-0.089,0.055,-0.017,0.05,0.01,0.03,0,0,0,0,0,0,0,0.17,0.23,0,0,0.09,0,0,100
-0.030688,0.205917,-0.978088,-0.296422,0.242143,-0.923851,-0.17,0.231,0.298,0.15,0.112,0,0,0.28,0.04,0,0.34,0,0,0,0,0,0.94,0,0.11,0.76,0,0.02,-100
-0.356841,-0.047078,-0.932978,-0.526802,-0.049443,-0.848549,-0.46,-0.054,-0.209,0.465,0.101,0,0,0.17,0,0,0,0,0,0,0,0,1.33,0,1.1,0.35,0.72,0,-100
0.083688,-0.048126,-0.995329,-0.099441,-0.096484,-0.990355,-0.008,-0.073,-0.161,-0.114,0.035,0,0,0,0.01,0,0.29,0,0,0,0,0.13,0.93,0,0.19,0.04,1.16,0,100
-0.157305,0.005065,-0.987537,-0.315018,0.027446,-0.948689,-0.239,0.017,-0.177,0.203,0.078,0,0,0.34,0,0,0.14,0,0,0,0,0,1.81,0,0.88,0,1.65,0.84,-100
-0.112049,0.352997,-0.928891,-0.466888,0.23488,-0.852553,-0.314,0.319,0.116,0.233,0.341,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,1.14,0.09,2.87,-100
0.584483,0.058516,-0.809293,0.435995,-0.071936,-0.897069,0.539,-0.008,-0.176,-0.477,0.214,0,0,0,0,0,0,0,0.22,0,0,0.24,1.09,0,0,0.21,0.34,0,-100
0.099313,-0.056604,-0.993445,-0.096582,-0.118157,-0.988287,0.001,-0.088,-0.176,-0.107,0.031,0,0,0,0,0,0.79,0.01,0,0,0,0,0.26,0.01,0.05,0.08,0.94,0,100
0.18225,-0.048969,-0.982032,-0.058424,-0.071788,-0.995707,0.063,-0.061,-0.121,0.026,-0.006,0,0.02,0,0.8,0,0.35,0,0,0,0,0,0.41,0.06,0.42,0.28,0.86,0,100
-0.035552,0.007294,-0.999341,-0.218228,-0.093491,-0.971409,-0.128,-0.044,-0.135,-0.009,-0.022,0.31,0,0,0.17,0,0.02,0,0,0,0,0,1.18,0,0.18,0.05,0.67,0.05,100
0.026829,-0.110954,-0.993463,-0.105527,-0.091678,-0.990181,-0.04,-0.102,-0.117,-0.021,-0.041,0.03,0,0,0.03,0,0,0,0,0,0,0.01,0.94,0,0.02,0,0.38,0,100
0.114477,-0.038208,-0.992691,-0.002312,-0.063721,-0.997965,0.056,-0.051,-0.125,-0.104,0.052,0.01,0.03,0,0,0,0.38,0.03,0,0,0,0.2,1,0.05,0,0.35,0.62,0.71,100
0.072594,-0.266129,-0.9612,-0.079263,-0.222721,-0.971655,-0.003,-0.248,-0.462,-0.006,-0.059,1.25,1,0.05,0.13,0.02,1.21,0,0,0,0,0.28,2.55,0.75,2.91,0.39,2.56,0,-100
-0.288934,-0.083735,-0.95368,-0.437916,-0.058882,-0.897086,-0.374,-0.077,-0.333,0.316,0.284,0.02,0,0.33,0.04,0.07,1.55,0,0.88,0,0,0,0.51,0,0.3,2.19,4.38,1.99,-100
0.318934,0.422912,-0.848191,-0.172823,0.419984,-0.890924,0.084,0.451,0.338,-0.025,-0.014,0,0.5,0.69,0,0.17,1.01,1,0.05,0,0,0,0.29,0,0,1.09,0.11,2.04,-100
0.044448,0.199959,-0.978796,-0.085355,0.207092,-0.974591,-0.021,0.205,0.175,0.006,0.021,0,0.11,0.09,0,0,0,0,0,0,0,0,0.57,0,0,0.39,0.27,0.34,100
0.088723,0.102857,-0.990731,-0.065887,0.1057,-0.992213,0.012,0.105,-0.023,-0.036,0.025,0,0.04,0.33,0,0,0.74,0.02,0,0,0,0.33,1.16,0.24,0,0,0.6,0,100
0.09689,-0.017966,-0.995133,-0.00468,-0.042715,-0.999076,0.046,-0.03,-0.108,-0.103,0.056,0.02,0,0,0.02,0,0.02,0,0,0,0,0.17,0.85,0.17,0,0.28,0.61,0,100
-0.006623,0.053081,-0.998568,-0.151812,0.006472,-0.988388,-0.08,0.03,-0.118,0.076,0.209,0,0,0.16,0,0,0.58,0,0,0,0,0,0,0,0,0.83,0.83,0,-100
0.026154,0.046732,-0.998565,-0.160935,-0.010116,-0.986913,-0.068,0.018,-0.051,-0.046,0.106,0.03,0.08,0,0,0,0.05,0,0,0,0,0,0.72,0,0,0.25,0.84,0.08,100
0.483917,0.241789,-0.841048,0.301607,0.052945,-0.951961,0.413,0.163,-0.113,-0.497,0.354,0,0,0,0,0,0,0,0.69,0,0,0.88,1.12,0.65,0,0.1,0.01,1.82,-100
0.108677,-0.044844,-0.993065,-0.0156,-0.069297,-0.997474,0.047,-0.057,-0.134,-0.083,0.056,0.01,0,0,0,0,0.01,0.06,0,0,0,0,0.55,0.26,0.02,0,0.08,0,100
0.173829,-0.16748,-0.97043,0.013359,-0.224509,-0.97438,0.096,-0.199,-0.401,-0.094,0.301,0.13,0,0,0,0,1.15,0.01,0,0,0,0.14,1.01,0,0,0.18,0.51,0,-100
0.057205,0.188123,-0.980478,-0.063961,0.143864,-0.987528,-0.003,0.167,0.095,-0.025,0.029,0,0.02,0.05,0,0,0,0,0,0,0,0.07,0.25,0,0,0.69,0,0.07,100
0.145638,-0.058837,-0.987587,-0.031099,-0.096362,-0.99486,0.058,-0.078,-0.267,0.124,0.286,0,0,0.04,0,0,1.22,0,0,0,0,0.18,1.9,0.47,0.1,0.45,0.45,0,-100
-0.108761,-0.121157,-0.986657,-0.222074,-0.162838,-0.961336,-0.168,-0.145,-0.34,0.243,0.05,0.35,0,0.49,0,0.11,3.03,0.27,1.19,0.5,0.18,0.62,3.29,0.74,1.61,0,0.67,0,-100
0.19369,-0.276138,-0.941399,0.062129,-0.256579,-0.964524,0.133,-0.273,-0.438,-0.082,-0.198,0.75,0,0,0.5,0,0.42,0,0,0,0,0.32,2.22,0,0.39,0,0.12,0,-100
-0.027805,-0.141367,-0.989567,-0.080977,-0.118441,-0.989654,-0.055,-0.131,-0.401,0.118,-0.237,3.39,1.7,0,0.33,0.41,0.02,0,0,0.43,0,0.78,1.25,0.02,0,0.14,0,0,-100
-0.217808,-0.093077,-0.971543,-0.413631,-0.057445,-0.908631,-0.324,-0.08,-0.281,0.246,0.201,0.26,0,0.13,0,0,0.56,0,0.04,0,0,0,1.88,0.08,0.07,0.45,0.13,1.17,-100
0.036929,0.071193,-0.996779,-0.18622,0.074107,-0.979709,-0.075,0.073,-0.071,0.056,-0.007,0,0.03,0,0.31,0,0.17,0,0,0,0,0,0,0,0,0.12,0.25,0.3,100
0.080205,-0.012763,-0.996697,-0.100962,-0.007598,-0.994861,-0.01,-0.01,-0.125,0.064,-0.017,0.28,0.02,0.05,0,0,0.26,0.14,0,0,0,0.13,0.04,0.12,0,0.07,0.02,0.16,100
0.571444,0.042943,-0.819517,0.437525,-0.029811,-0.898712,0.531,0.008,-0.177,-0.475,0.215,0,0,0,0,0,0,0,0.39,0,0,0.49,0.85,0.43,0,0.04,0.3,0.07,-100
0.287005,0.465826,-0.837039,-0.256214,0.401734,-0.879184,0.018,0.468,0.392,0.045,-0.091,0.01,1.74,0.82,0,0.14,0.9,1.3,0.01,0,0.05,0,0.06,0,0,0.54,0,1.44,-100
0.095015,-0.056276,-0.993884,-0.071646,-0.035559,-0.996796,0.012,-0.046,-0.271,0,-0.125,0,0,0.06,0,0,1.81,0,0,0,0,0,0,0.05,0.01,0,0.5,0.04,-100
0.495858,0.227575,-0.838054,0.390542,0.198583,-0.898911,0.472,0.241,0.406,-0.745,0.416,0.98,0.12,0.93,0,0.07,0.85,0,0.38,0,0,0.23,1.87,0.34,1,2.81,4.02,0,-100
0.384401,-0.089453,-0.918822,0.22913,-0.043525,-0.972422,0.314,-0.07,-0.18,-0.337,-0.353,1.96,0,1.15,0,0,0,0,0,0,0,0,0,0,0,0.73,0.55,1.41,-100
-0.03952,0.184976,-0.981948,-0.171319,0.249527,-0.953093,-0.109,0.221,0.155,0.299,-0.291,0,0,0.76,0,0,1.07,0.06,0.14,0,0,0,0.44,0,1.93,0,0,0.44,-100
0.098603,-0.007516,-0.995099,-0.050483,-0.036632,-0.998053,0.024,-0.022,-0.124,-0.027,0.193,0.25,0,0.01,0,0,1.55,0.49,0,0,0,0,0.02,0,0,0,0,0,100
-0.316959,-0.008277,-0.948403,-0.515768,-0.017711,-0.856545,-0.432,-0.014,-0.182,0.531,0.095,0,0,1.72,0.33,0.26,0.56,0,0.19,0,0,0.18,1.53,0.32,0.41,2.05,4.83,0,-100
0.527255,0.013189,-0.849605,0.471122,-0.088351,-0.877632,0.524,-0.043,-0.226,-0.79,0.483,0.83,0,0,0,1.27,1.74,0,0.71,0.61,0.02,0.15,0.77,0.16,0.24,1.44,0.39,0,-100
0.460543,-0.173582,-0.8705,0.308884,-0.113917,-0.944253,0.401,-0.157,-0.278,-0.39,-0.464,0,0,0.33,0.09,0,0,0,0,0,0,0,0,0,0,0.18,0,1.57,-100
0.08228,-0.048869,-0.99541,-0.099216,-0.048055,-0.993905,-0.009,-0.049,-0.123,0.046,-0.011,0,0,0,0,0,0.98,0.04,0,0,0,0.05,0.88,0.04,0.13,0.22,1.06,0.24,100
-0.32167,0.005839,-0.946834,-0.504541,0.033304,-0.862745,-0.428,0.022,-0.186,0.47,0.135,0,0,0.52,0,0,0,0,0,0,0,0,0.59,0,0.96,0.63,0.93,0.09,-100
-0.177914,-0.005961,-0.984028,-0.387868,-0.031871,-0.921164,-0.289,-0.02,-0.255,0.344,0.138,0.52,0,0.18,0,0,0.39,0,0.05,0,0,0,2.13,0,0.67,0,0.63,0.2,-100
-0.059159,0.074761,-0.995445,-0.202311,0.147868,-0.968094,-0.132,0.113,0.02,0.295,-0.233,0,0,0.18,0,0,0.28,0.5,0.54,0,0,0,1.32,0,1.97,0,0.19,0.36,-100
0.082684,-0.001352,-0.996575,-0.098678,0.004105,-0.995111,-0.008,0.001,-0.111,0.061,-0.017,0.21,0,0.02,0,0,0.06,0.02,0,0,0,0,0.15,0.01,0,0.28,0.16,0.25,100
0.036285,-0.011935,-0.99927,-0.167654,-0.045579,-0.984792,-0.066,-0.029,-0.104,0.035,0.04,0,0,0,0.21,0,0.44,0.01,0,0,0,0.01,0.23,0.11,0.41,0.16,1.1,0,100
0.287838,0.469525,-0.834683,-0.278988,0.437435,-0.854878,0.005,0.493,0.402,0.054,-0.092,0,1.67,0.81,0,0.13,1.02,1.26,0,0,0,0,0.13,0,0,0.76,0,1.34,-100
0.414571,-0.144774,-0.898427,0.178135,-0.164537,-0.970152,0.307,-0.164,-0.297,-0.351,0.021,0.34,0,0.06,0,0.01,0.02,0.38,0.19,0,0,0.03,0,0,0,0.37,0.29,0.64,-100
-0.002797,-0.041614,-0.99913,-0.206447,-0.073545,-0.97569,-0.106,-0.058,-0.236,0.077,0.023,0.59,0.07,0,0,0,0.69,0.01,0,0,0,0.09,0,0.04,0,0.16,0,0.14,100
0.083081,-0.028209,-0.996144,-0.096878,-0.023155,-0.995027,-0.007,-0.026,-0.134,0.06,-0.018,0.19,0.09,0.13,0,0,0.18,0.09,0,0,0,0.15,0.14,0.04,0,0.07,0,0.03,100
0.081367,-0.020934,-0.996464,-0.097719,-0.015775,-0.995089,-0.008,-0.018,-0.121,0.06,-0.017,0.17,0.02,0,0,0,0.14,0.01,0,0,0,0.25,0.22,0,0,0.1,0.13,0,100
0.082589,0.229716,-0.969747,-0.177509,0.222061,-0.958739,-0.049,0.23,0.098,0.066,0.049,0,0,0.58,0,0,0.61,0,0,0,0,0,0.43,0.11,0.86,0.03,0.83,0.54,100
-0.066798,-0.031463,-0.99727,-0.215533,-0.089683,-0.972369,-0.142,-0.061,-0.189,0.039,0.308,0,0,0.49,0.08,0,1.39,0,0,0,0,0,0.58,0,0,2.17,2.98,0,-100
0.086799,0.069416,-0.993804,-0.060944,0.062275,-0.996197,0.013,0.066,-0.073,-0.025,0.038,0.07,0.31,0,0.05,0,0.12,0.12,0,0,0,0,0,0,0.13,0.01,0,0.61,100
0.39949,-0.135262,-0.906704,0.240926,-0.118143,-0.963326,0.33,-0.135,-0.263,-0.347,-0.242,1.37,0,0.55,0,0.53,0,0,0.82,1.02,0.01,0.12,0,0,0,1.76,0.68,0.37,-100
-0.055894,-0.308492,-0.949583,-0.214459,-0.281443,-0.935306,-0.142,-0.303,-0.531,0.233,-0.072,1.45,1.39,0,0.05,0,0.43,0,0,0,0,0.1,2.7,0,0,0,1.51,0,-100
0.143359,-0.058259,-0.987954,-0.002843,-0.101339,-0.994848,0.071,-0.08,-0.128,-0.091,0.084,0.11,0,0,0.5,0,0,0,0,0,0,0.05,0.4,0.03,0.03,0.19,0.23,0,100
0.015313,-0.009879,-0.999834,-0.170768,-0.048458,-0.984119,-0.078,-0.029,-0.152,0.046,-0.009,0.2,0,0,0,0,0.23,0,0,0,0,0.12,0.2,0.06,0,0,0.23,0.01,100
0.145544,-0.196511,-0.969639,-0.042908,-0.158206,-0.986473,0.052,-0.179,-0.359,-0.014,-0.059,0,0,1.01,0,0.24,3.11,1.24,0.04,0.02,0,0.48,1.27,0.03,1.07,0.31,0.27,0,-100
0.515569,-0.111174,-0.849605,0.361136,-0.083088,-0.928804,0.458,-0.109,-0.241,-0.509,-0.285,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.37,0.28,1.14,-100
0.046537,-0.008698,-0.998879,-0.088697,-0.006602,-0.996037,-0.021,-0.008,-0.089,-0.016,-0.023,0.12,0,0,0,0,0,0,0,0,0,0.05,1.46,0,0.03,0.06,0.9,0.09,100
-0.156574,-0.004219,-0.987657,-0.343305,-0.033487,-0.938627,-0.254,-0.02,-0.178,0.257,0.008,0,0,0.07,0,0.13,0.43,0,0,0.13,0.02,0,1.72,0.01,0.46,0.45,0.42,0.51,-100
0.39741,-0.129935,-0.908395,0.254498,-0.112326,-0.960528,0.336,-0.129,-0.224,-0.351,-0.278,0.31,0,2.58,0.17,0.16,0.85,0.67,1.37,0,0,0.42,0,0,0,1.67,1.11,0,-100
0.10187,0.155516,-0.982567,-0.009291,0.106899,-0.994226,0.047,0.132,0.045,-0.157,0.089,0.17,0,0,0,0,0,0.13,0,0,0,0.07,0.15,0,0.05,0.9,0.75,0,100
0.027134,-0.015442,-0.999513,-0.157133,-0.047576,-0.986431,-0.065,-0.032,-0.122,0.027,-0.016,0,0,0,0.12,0,0.87,0.01,0,0,0,0.03,0.46,0.1,0.14,0.24,1.05,0,100
-0.019278,-0.021533,-0.999582,-0.180857,-0.078867,-0.980342,-0.101,-0.051,-0.066,0.019,-0.021,0,0,0.01,0,0,0,0,0,0,0,0.12,1.27,0.99,0.25,0.88,1.63,0,100
0.024448,0.093104,-0.995356,-0.172727,0.100931,-0.979785,-0.075,0.098,0.008,0.058,0.055,0,0,0,0.05,0,0,0,0,0,0,0,0.1,0,0.48,0,0.15,0,100
0.413134,-0.166844,-0.895256,0.2725,-0.167387,-0.947484,0.356,-0.179,-0.3,-0.377,-0.197,1.9,0,0.87,1.33,0,0,0,0,0,0,0.11,0,0,0,1.49,0.78,0,-100
0.080262,-0.037003,-0.996087,-0.106451,-0.074722,-0.991506,-0.013,-0.056,-0.14,-0.116,0.042,0,0,0,0,0,0.66,0,0,0,0,0,0.83,0,0.23,0.12,1.01,0,100
0.475107,0.100599,-0.874158,0.419092,0.011515,-0.907871,0.465,0.063,-0.166,-0.525,0.164,0.26,0,0,0,0.24,1.01,0,0.1,0,0,0,0.42,0,0,3.52,3.93,0.07,-100
0.071614,0.063676,-0.995398,-0.073159,0.034155,-0.996735,-0.001,0.049,-0.016,-0.011,0.241,0,0,0,0.13,0,1.06,0.53,0,0,0,0.19,0.25,0.17,0,0.86,0.74,0,100
0.120366,-0.709684,-0.694161,-0.188747,-0.684849,0.703815,-1.711,-1.578,-1.625,0.215,-1.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100
0.01467,-0.064779,-0.997792,-0.154064,-0.074473,-0.98525,-0.07,-0.07,-0.157,0.031,-0.015,0.03,0.01,0,0.06,0,0.91,0,0,0,0,0,0.54,0,0.04,0.43,0.89,0.17,100
0.074822,-0.041138,-0.996348,-0.116975,-0.070734,-0.990613,-0.021,-0.056,-0.149,-0.082,-0.018,0.09,0,0,0,0,0.05,0,0,0,0,0,0.31,0,0.3,0.02,0.45,0.05,100
0.083768,-0.00503,-0.996473,-0.091171,0.000934,-0.995835,-0.004,-0.002,-0.09,0.052,-0.016,0,0.06,0,0,0,0,0,0,0,0,0,0.1,0.01,0,0.2,0.02,0,100
0.096372,-0.031804,-0.994837,-0.016926,-0.06297,-0.997872,0.04,-0.048,-0.132,-0.085,0.056,0.04,0,0,0.03,0,0.02,0.06,0,0,0,0.1,0.74,0,0,0.04,0.26,0,100
0.351708,-0.019952,-0.935897,0.207678,-0.045183,-0.977153,0.284,-0.034,-0.168,-0.356,-0.051,1.83,0,0.17,0,0,0,0,0.27,0,0,0.48,0,0,0,1.24,0.08,0,-100
0.172493,-0.165946,-0.970932,0.01245,-0.222746,-0.974797,0.095,-0.197,-0.4,-0.092,0.297,0.23,0,0,0,0,0.89,0,0,0,0,0.1,1.07,0,0,0.07,0.28,0,-100
-0.232848,0.036118,-0.971842,-0.41668,0.025712,-0.908689,-0.333,0.033,-0.228,0.356,0.342,0,0,0.69,0,0,1.29,0.3,0,0,0,0,0.38,0,0,0.72,0,1.63,-100
0.085917,0.02499,-0.995989,-0.088955,0.032015,-0.995521,-0.002,0.029,-0.056,0.048,-0.017,0.01,0.06,0.25,0,0,0.13,0.07,0,0,0,0.03,0.13,0,0,0.04,0.01,0.09,100
0.05141,0.070826,-0.996163,-0.103684,0.055258,-0.993074,-0.026,0.063,-0.035,-0.022,-0.027,0,0.01,0,0.1,0,0.03,0,0,0,0,0.29,0.49,0,0,0.02,0.55,0,100
0.031087,-0.046633,-0.998428,-0.098386,-0.035436,-0.994517,-0.034,-0.041,-0.097,-0.026,-0.026,0.08,0.08,0,0,0,0,0,0,0,0,0,1.17,0,0.12,0.13,0.89,0.01,100
0.131624,0.023458,-0.991022,-0.025436,0.028795,-0.999262,0.053,0.026,-0.061,-0.043,0.008,0.14,0,0,0,0,1.18,0.06,0,0,0,0.21,0.46,0.36,0.01,0.2,0.22,0,100
0.076061,-0.03194,-0.996592,-0.119834,-0.073573,-0.990064,-0.022,-0.053,-0.151,-0.066,-0.02,0.18,0,0,0,0,0,0,0,0,0,0,0.39,0,0.24,0.02,0.37,0.05,100
0.102518,-0.090295,-0.990624,-0.05005,-0.093548,-0.994356,0.026,-0.092,-0.199,-0.021,0.016,0.57,0,0,0.03,0,0.38,0.32,0,0,0,0,0.01,0.29,0,0.12,0,0,100
0.45901,-0.030357,-0.887913,0.306321,-0.034842,-0.95129,0.394,-0.035,-0.159,-0.46,-0.11,0.89,0,0.63,0,0.87,0,0,1.62,1.26,0,0,0,0,0,2.89,1.36,0.8,-100
0.072118,-0.049645,-0.99616,-0.100893,-0.084176,-0.99133,-0.014,-0.067,-0.158,-0.028,0.049,0.17,0.04,0,0,0,1.2,0,0,0,0,0,0.06,0,0.14,0.25,0.01,0.47,100
0.082998,-0.005603,-0.996534,-0.091709,0.000175,-0.995786,-0.004,-0.003,-0.09,0.054,-0.017,0.04,0.14,0.02,0,0,0,0,0,0,0,0.15,0.17,0.12,0,0.02,0,0,100
0.103915,-0.099911,-0.989555,-0.07179,-0.042231,-0.996525,0.016,-0.071,-0.283,-0.012,-0.057,0.72,1.11,0,0.12,1.03,1.2,0,1.07,1.51,0,0,0.9,0.07,1.9,1.26,0.95,0,-100
