"gaze_0_x","gaze_0_y","gaze_0_z","gaze_1_x","gaze_1_y","gaze_1_z","gaze_angle_x","gaze_angle_y","pose_Tx","pose_Ty","pose_Tz","pose_Rx","pose_Ry","pose_Rz","AU01_r","AU02_r","AU04_r","AU05_r","AU06_r","AU07_r","AU09_r","AU10_r","AU12_r","AU15_r","AU17_r","AU20_r","AU23_r","AU25_r","AU26_r"
-0.301713,-0.048023,-0.952189,-0.421019,-0.036753,-0.906307,-0.371,-0.046,104.7,-40.5,837.9,-0.182,0.481,0.043,0.28,0.04,0,0.18,0,1.31,0,0.81,0,0.07,1.12,0,0.79,0,1.91
-0.305555,-0.046162,-0.951055,-0.424508,-0.034632,-0.904761,-0.375,-0.044,104.6,-40,835.9,-0.18,0.484,0.045,0.29,0,0,0.09,0,1.19,0,0.67,0,0.06,1.11,0,0.77,0,2.06
-0.306998,-0.043611,-0.95071,-0.425744,-0.03367,-0.904217,-0.376,-0.042,104.6,-39.9,834.8,-0.178,0.488,0.047,0.29,0,0,0,0,1.08,0,0.55,0,0.03,1.09,0,0.73,0,2.23
-0.306896,-0.04315,-0.950764,-0.425925,-0.03353,-0.904137,-0.376,-0.041,104.6,-39.9,834.8,-0.177,0.489,0.047,0.24,0,0,0,0,1.07,0,0.52,0,0.14,1.26,0,0.69,0,2
-0.309761,-0.043078,-0.949838,-0.42804,-0.033423,-0.903141,-0.379,-0.041,104.7,-39.9,834.3,-0.18,0.492,0.055,0.27,0,0,0,0,1.16,0,0.54,0,0.14,1.22,0,0.72,0,1.89
-0.309552,-0.039852,-0.950047,-0.426533,-0.031645,-0.903918,-0.378,-0.039,104.5,-39.8,831.2,-0.179,0.49,0.062,0.36,0,0,0,0,1.28,0,0.48,0,0.21,1.3,0,0.72,0,1.8
-0.311963,-0.037722,-0.949345,-0.429443,-0.030623,-0.902575,-0.381,-0.037,104.4,-39.7,829.4,-0.18,0.495,0.069,0.41,0,0,0,0,1.24,0,0.4,0,0.15,1.27,0,0.68,0,2.06
-0.311993,-0.037826,-0.949331,-0.429544,-0.030747,-0.902522,-0.381,-0.037,104.4,-39.8,829.6,-0.179,0.495,0.069,0.46,0.04,0,0.07,0,1.11,0,0.41,0,0.15,1.4,0,0.68,0,1.97
-0.311836,-0.036737,-0.949426,-0.429232,-0.03073,-0.902671,-0.381,-0.036,104.6,-39.6,828.4,-0.179,0.494,0.077,0.45,0.19,0,0.07,0,1.08,0,0.39,0,0.08,1.24,0,0.69,0,1.84
-0.316538,-0.036782,-0.947866,-0.433542,-0.031931,-0.900568,-0.385,-0.037,104.9,-39.3,825.4,-0.182,0.5,0.088,0.47,0.43,0,0.07,0,1.08,0,0.36,0,0,1.07,0,0.7,0,1.67
-0.316907,-0.036627,-0.947749,-0.433908,-0.031733,-0.900398,-0.386,-0.037,104.9,-39.3,825.5,-0.182,0.5,0.089,0.55,0.4,0,0,0,1.28,0,0.24,0,0.03,1.05,0,0.71,0,1.61
-0.317256,-0.037686,-0.947591,-0.435198,-0.035099,-0.899651,-0.387,-0.039,105.6,-39.7,823.8,-0.186,0.501,0.1,0.62,0.34,0,0,0,1.28,0,0.26,0,0.03,1.22,0,0.73,0,1.77
-0.318655,-0.040647,-0.946999,-0.43709,-0.040539,-0.898503,-0.389,-0.044,106.2,-40.4,819.5,-0.195,0.501,0.12,0.65,0.2,0,0,0,1.4,0,0.4,0,0.15,1.39,0,0.73,0,1.94
-0.314356,-0.042895,-0.948336,-0.433572,-0.044958,-0.899997,-0.385,-0.047,107.1,-41.3,816.9,-0.199,0.493,0.137,0.59,0.29,0,0,0,1.36,0,0.57,0,0.2,1.46,0,0.71,0,2.15
-0.314987,-0.036062,-0.948411,-0.434605,-0.038441,-0.8998,-0.385,-0.04,107.4,-41.6,819.3,-0.19,0.492,0.14,0.65,0.3,0,0,0,1.54,0,0.67,0,0.26,1.28,0,0.66,0,2.08
-0.312478,-0.044777,-0.948869,-0.433119,-0.048597,-0.900026,-0.383,-0.05,107.8,-42.2,816.6,-0.203,0.485,0.159,0.62,0.19,0,0,0,1.68,0,0.72,0,0.14,1.17,0,0.64,0,2.09
-0.306743,-0.04447,-0.950753,-0.427836,-0.0514,-0.902394,-0.377,-0.052,108.1,-42.7,816.5,-0.203,0.477,0.173,0.6,0.1,0,0,0,1.8,0,0.78,0,0.06,0.98,0,0.61,0,2.14
-0.306826,-0.040196,-0.950916,-0.428049,-0.047018,-0.902532,-0.377,-0.047,108.3,-42.9,818.7,-0.197,0.474,0.176,0.45,0,0,0,0,1.81,0,0.92,0,0,1.03,0,0.63,0,2.24
-0.306214,-0.038203,-0.951196,-0.427777,-0.045065,-0.90276,-0.377,-0.045,108.5,-43,819.9,-0.194,0.473,0.178,0.43,0,0,0,0,1.66,0,0.82,0,0,0.99,0,0.62,0,2.18
-0.303592,-0.041554,-0.951896,-0.424524,-0.049804,-0.904046,-0.374,-0.049,108.2,-43,816.9,-0.198,0.467,0.187,0.43,0,0,0,0,1.58,0,0.71,0,0,1.01,0,0.66,0,2.03
-0.303584,-0.042065,-0.951876,-0.424586,-0.050267,-0.903991,-0.374,-0.05,108.1,-42.9,816.8,-0.198,0.466,0.19,0.52,0.05,0,0,0,1.47,0,0.53,0,0,0.99,0,0.67,0,2.08
-0.29952,-0.041187,-0.953201,-0.421369,-0.051351,-0.905434,-0.37,-0.05,108.2,-43.3,817.1,-0.197,0.461,0.197,0.58,0.05,0,0,0,1.45,0,0.62,0,0.02,1.03,0,0.65,0,2.18
-0.296343,-0.0456,-0.953992,-0.419055,-0.056599,-0.906195,-0.367,-0.055,108.3,-43.6,818.4,-0.203,0.456,0.207,0.61,0.05,0,0,0,1.45,0,0.71,0,0.04,1.08,0,0.61,0,2.32
-0.296587,-0.045037,-0.953943,-0.419446,-0.055999,-0.906052,-0.367,-0.054,108.4,-43.7,819.1,-0.203,0.455,0.209,0.59,0.06,0.01,0,0,1.43,0,0.71,0,0.09,0.97,0,0.56,0,2.23
-0.295836,-0.049171,-0.953972,-0.420146,-0.060682,-0.905425,-0.368,-0.059,108.9,-44,820.7,-0.208,0.453,0.22,0.66,0.23,0.01,0,0,1.38,0,0.68,0,0.23,0.89,0,0.61,0,2.28
-0.297832,-0.045134,-0.953551,-0.421792,-0.057605,-0.904861,-0.369,-0.055,110.3,-44.1,824.9,-0.208,0.453,0.231,0.74,0.45,0.04,0,0,1.62,0,0.54,0,0.29,0.82,0,0.54,0,2.17
-0.310521,-0.026359,-0.950201,-0.435618,-0.04011,-0.899238,-0.383,-0.036,113,-44.2,834.2,-0.21,0.463,0.247,0.76,0.54,0.05,0,0,1.79,0,0.55,0,0.35,0.95,0.04,0.48,0,2.12
-0.310986,-0.023024,-0.950136,-0.436096,-0.036931,-0.899142,-0.384,-0.032,113.1,-44.3,834.9,-0.205,0.463,0.248,0.68,0.61,0.14,0,0,1.99,0,0.45,0,0.19,0.92,0.16,0.42,0,1.91
-0.311649,-0.023678,-0.949902,-0.436953,-0.038849,-0.898645,-0.385,-0.034,115.1,-43.9,836.4,-0.212,0.458,0.263,0.67,0.4,0.15,0.01,0,1.93,0,0.46,0,0.1,0.81,0.16,0.47,0,1.82
-0.306303,-0.031545,-0.951411,-0.432408,-0.049024,-0.900344,-0.38,-0.043,116.7,-43.9,834.5,-0.215,0.452,0.274,0.68,0.26,0.15,0.01,0,1.93,0,0.47,0,0,0.68,0.13,0.55,0,1.7
-0.306421,-0.030876,-0.951395,-0.432602,-0.04842,-0.900284,-0.38,-0.043,116.7,-43.9,834.1,-0.214,0.452,0.275,0.69,0.02,0.06,0.01,0,1.86,0,0.56,0,0.03,0.55,0,0.55,0,1.74
-0.299833,-0.048519,-0.952757,-0.428608,-0.066936,-0.901008,-0.374,-0.062,117.5,-43.9,830.5,-0.227,0.447,0.284,0.62,0.08,0.04,0,0,1.63,0,0.57,0,0.12,0.54,0.01,0.56,0,1.67
-0.294802,-0.053654,-0.954051,-0.421551,-0.071936,-0.903947,-0.368,-0.067,117.7,-43.8,828.2,-0.228,0.439,0.282,0.55,0.11,0.04,0,0,1.45,0,0.6,0,0.19,0.56,0.06,0.58,0,1.65
-0.295637,-0.053643,-0.953793,-0.422092,-0.071851,-0.903701,-0.369,-0.067,117.6,-43.8,827.7,-0.228,0.44,0.282,0.55,0.17,0.04,0,0,1.3,0,0.59,0,0.16,0.68,0.06,0.6,0,1.58
-0.295126,-0.056568,-0.953782,-0.422115,-0.075318,-0.903408,-0.369,-0.071,117.4,-43.7,828,-0.23,0.442,0.28,0.54,0.11,0.02,0,0,1.4,0,0.64,0,0.18,0.8,0.05,0.62,0,1.7
-0.294404,-0.057905,-0.953925,-0.41985,-0.07516,-0.904476,-0.367,-0.071,116.8,-43.4,826.8,-0.228,0.44,0.273,0.6,0.16,0,0.04,0,1.46,0,0.58,0,0.11,0.81,0.06,0.63,0,1.64
-0.296595,-0.059644,-0.953139,-0.421275,-0.075669,-0.903771,-0.369,-0.073,116.3,-43.5,826.6,-0.228,0.44,0.271,0.65,0.2,0,0.04,0,1.57,0,0.51,0,0.11,0.8,0.13,0.66,0,1.55
-0.296362,-0.061207,-0.953112,-0.421198,-0.077003,-0.903694,-0.369,-0.074,116.2,-43.5,826.2,-0.23,0.439,0.271,0.7,0.25,0,0.04,0,1.61,0,0.43,0,0,0.74,0.2,0.68,0,1.39
-0.296321,-0.061357,-0.953115,-0.421179,-0.077101,-0.903694,-0.369,-0.074,116.2,-43.5,826.1,-0.23,0.439,0.271,0.71,0.29,0.04,0,0,1.67,0,0.44,0,0.08,0.76,0.19,0.8,0,1.37
-0.291192,-0.067628,-0.954271,-0.41378,-0.079668,-0.906884,-0.362,-0.079,115.7,-45.9,829.6,-0.231,0.429,0.254,0.68,0.34,0.09,0,0,1.83,0,0.47,0,0.11,0.8,0.21,0.89,0,1.32
-0.291053,-0.066363,-0.954403,-0.414144,-0.078813,-0.906793,-0.362,-0.078,115.9,-46.1,831.1,-0.231,0.431,0.253,0.7,0.52,0.09,0,0,1.53,0,0.51,0,0.11,0.8,0.24,0.9,0,1.26
-0.29065,-0.076977,-0.953728,-0.413934,-0.089337,-0.905913,-0.362,-0.089,116,-47,829.7,-0.246,0.433,0.252,0.61,0.5,0.05,0,0,1.39,0,0.58,0,0.09,0.89,0.25,0.82,0,1.26
-0.292864,-0.073405,-0.953332,-0.418755,-0.085099,-0.904103,-0.366,-0.085,117.1,-48,833.9,-0.243,0.438,0.248,0.56,0.44,0,0,0,1.14,0,0.68,0,0.12,0.98,0.26,0.74,0,1.36
-0.293311,-0.071938,-0.953307,-0.419655,-0.083823,-0.903805,-0.367,-0.084,117.2,-48.1,834.6,-0.242,0.44,0.246,0.46,0.27,0,0,0,1.32,0,0.75,0,0.17,1.11,0.28,0.72,0,1.55
-0.293503,-0.071297,-0.953296,-0.419772,-0.083258,-0.903803,-0.367,-0.083,117.3,-48.1,834.7,-0.241,0.441,0.245,0.54,0.37,0,0,0,1.35,0,0.79,0,0.17,1.02,0.28,0.69,0,1.7
-0.298307,-0.072191,-0.951736,-0.424292,-0.083006,-0.901713,-0.372,-0.084,117.9,-47.9,833.9,-0.244,0.448,0.245,0.62,0.45,0,0,0,1.49,0,0.74,0,0.11,0.94,0.17,0.68,0,1.69
-0.304508,-0.068055,-0.950075,-0.430286,-0.078738,-0.899252,-0.378,-0.079,118.9,-47.7,835.1,-0.238,0.459,0.245,0.67,0.52,0,0,0,1.64,0,0.71,0,0.05,0.85,0.06,0.69,0,1.61
-0.305313,-0.066577,-0.949922,-0.430711,-0.077577,-0.89915,-0.379,-0.078,118.8,-47.6,834.5,-0.236,0.46,0.244,0.63,0.4,0,0,0,1.66,0,0.67,0,0,0.91,0.02,0.76,0,1.51
-0.305926,-0.070229,-0.949461,-0.429496,-0.079091,-0.899598,-0.379,-0.081,119.6,-47.2,833,-0.238,0.459,0.237,0.54,0.4,0,0,0,1.74,0,0.6,0,0,0.81,0.27,0.78,0,1.56
-0.308045,-0.074138,-0.948479,-0.42998,-0.082742,-0.899039,-0.38,-0.085,120.2,-47.1,831,-0.243,0.462,0.235,0.5,0.41,0.02,0,0,1.86,0,0.52,0,0,0.7,0.5,0.79,0,1.59
-0.308808,-0.074699,-0.948186,-0.430286,-0.083268,-0.898844,-0.381,-0.085,120,-47,829.5,-0.244,0.463,0.233,0.44,0.48,0.03,0,0,2.08,0,0.52,0,0,0.68,0.54,0.75,0,1.7
-0.305175,-0.075507,-0.949298,-0.424902,-0.084049,-0.901329,-0.376,-0.086,120.9,-47.2,830.8,-0.249,0.46,0.226,0.49,0.38,0.03,0,0,2.12,0,0.53,0,0,0.86,0.31,0.73,0,1.75
-0.306408,-0.07686,-0.948792,-0.426721,-0.085513,-0.900331,-0.377,-0.088,121,-47.3,830.7,-0.252,0.462,0.226,0.52,0.26,0.02,0,0,2.15,0,0.53,0,0,1.04,0.11,0.73,0,1.83
-0.306585,-0.076659,-0.948751,-0.426989,-0.085253,-0.900229,-0.378,-0.087,121.1,-47.3,830.9,-0.251,0.463,0.226,0.53,0.2,0.01,0,0,2.17,0,0.47,0,0.04,1.11,0.05,0.72,0,1.83
-0.303796,-0.077639,-0.949568,-0.424456,-0.086188,-0.901337,-0.375,-0.088,120.8,-47.3,829.9,-0.251,0.458,0.224,0.59,0.32,0.01,0,0,2.05,0,0.48,0,0.04,1.15,0.13,0.71,0,1.72
-0.302008,-0.082141,-0.94976,-0.422423,-0.089368,-0.901983,-0.373,-0.092,119.8,-47.3,827.4,-0.256,0.455,0.218,0.61,0.53,0.01,0,0,1.93,0,0.59,0,0.04,1.17,0.27,0.76,0,1.61
-0.301268,-0.081189,-0.950077,-0.420568,-0.087587,-0.903023,-0.371,-0.091,119,-47.3,826.9,-0.254,0.453,0.209,0.65,0.6,0,0,0,1.83,0,0.66,0,0,1.25,0.42,0.8,0,1.51
-0.301323,-0.082052,-0.949985,-0.420571,-0.088452,-0.902937,-0.372,-0.092,118.9,-47.3,826.3,-0.256,0.454,0.208,0.59,0.59,0,0,0,1.95,0,0.6,0,0,1.26,0.41,0.89,0,1.45
-0.298242,-0.081121,-0.951037,-0.4173,-0.085331,-0.904754,-0.368,-0.089,118.8,-47.4,831.1,-0.249,0.448,0.2,0.62,0.51,0,0,0,2.06,0,0.57,0,0,1.24,0.26,0.91,0,1.53
-0.297426,-0.083084,-0.951123,-0.416838,-0.085439,-0.904957,-0.367,-0.091,118.3,-47.2,834.5,-0.249,0.447,0.19,0.68,0.57,0,0,0,2.25,0,0.53,0,0,1.24,0.17,0.92,0,1.73
-0.297138,-0.085457,-0.951003,-0.416971,-0.088096,-0.904641,-0.367,-0.093,118.1,-47.1,833.4,-0.253,0.449,0.189,0.62,0.49,0,0.1,0,2.07,0,0.59,0,0,1.27,0.08,0.88,0,1.72
-0.300655,-0.08476,-0.949959,-0.420666,-0.086126,-0.903118,-0.371,-0.092,117.4,-46.9,833,-0.253,0.454,0.182,0.56,0.41,0,0.1,0,1.85,0,0.51,0,0,1.37,0.06,0.91,0,1.67
-0.302272,-0.085415,-0.949387,-0.421347,-0.085399,-0.90287,-0.372,-0.092,116.7,-46.7,832.4,-0.251,0.456,0.177,0.5,0.21,0,0.1,0,1.58,0,0.41,0,0,1.43,0,0.94,0,1.49
-0.301887,-0.086424,-0.949418,-0.420889,-0.086423,-0.902986,-0.372,-0.093,116.6,-46.7,832,-0.253,0.456,0.176,0.58,0.25,0,0,0,1.67,0,0.51,0,0,1.45,0.11,1.02,0,1.53
-0.297574,-0.088117,-0.950623,-0.415736,-0.08627,-0.905384,-0.367,-0.094,116.5,-46.8,834.8,-0.252,0.448,0.165,0.54,0.23,0,0,0,1.86,0,0.57,0,0,1.45,0.17,1.04,0,1.52
-0.29593,-0.089524,-0.951005,-0.414413,-0.08736,-0.905886,-0.365,-0.095,116,-46.7,833.9,-0.253,0.447,0.157,0.45,0.28,0,0,0,2.06,0,0.69,0,0,1.38,0.17,1.06,0,1.62
-0.297457,-0.085591,-0.950891,-0.415952,-0.083227,-0.90557,-0.367,-0.091,115.9,-46.8,835.2,-0.249,0.452,0.15,0.34,0.24,0,0,0,2.15,0,0.62,0,0,1.35,0.06,1.05,0,1.73
-0.297626,-0.08406,-0.950974,-0.416347,-0.081859,-0.905513,-0.367,-0.089,115.9,-46.8,835.3,-0.247,0.454,0.148,0.26,0.21,0,0,0,2.15,0,0.66,0,0.02,1.36,0.05,1.1,0,1.9
-0.296565,-0.084435,-0.951273,-0.41537,-0.080849,-0.906052,-0.366,-0.089,116,-47,836.6,-0.248,0.451,0.143,0.24,0.26,0,0,0,1.91,0,0.56,0,0.02,1.42,0.06,1.11,0,1.74
-0.295083,-0.082255,-0.951924,-0.413009,-0.079323,-0.907266,-0.364,-0.087,115.7,-47,835.5,-0.246,0.449,0.14,0.23,0.27,0,0,0,1.66,0,0.46,0,0.02,1.44,0.07,1.11,0,1.63
-0.295161,-0.081947,-0.951927,-0.413163,-0.079037,-0.907221,-0.364,-0.086,115.7,-47,835.4,-0.246,0.449,0.14,0.26,0.36,0,0,0,1.48,0,0.34,0,0,1.41,0.03,1.04,0,1.39
-0.295243,-0.081883,-0.951907,-0.413347,-0.079074,-0.907134,-0.364,-0.086,115.7,-47,835.4,-0.246,0.449,0.14,0.22,0.22,0,0,0,1.66,0,0.45,0,0,1.36,0.33,1.02,0,1.44
-0.296101,-0.084089,-0.951448,-0.415144,-0.079427,-0.906282,-0.366,-0.088,115.8,-47.1,836.5,-0.246,0.45,0.135,0.17,0.11,0,0,0,1.85,0,0.56,0,0,1.33,0.62,1,0,1.49
-0.296139,-0.083666,-0.951474,-0.4152,-0.07899,-0.906294,-0.366,-0.087,115.9,-47.1,836.8,-0.246,0.451,0.134,0.12,0,0,0,0,1.96,0,0.61,0,0,1.3,0.65,0.97,0,1.49
-0.296543,-0.081254,-0.951557,-0.414004,-0.076303,-0.907071,-0.365,-0.085,115.9,-47.2,836.5,-0.245,0.45,0.129,0.16,0,0,0,0,1.92,0,0.57,0,0,1.33,0.39,0.98,0,1.35
-0.298498,-0.083278,-0.95077,-0.415875,-0.077903,-0.906079,-0.367,-0.087,115.9,-47.1,834.6,-0.245,0.453,0.128,0.16,0,0,0,0,1.79,0,0.56,0,0,1.37,0.12,0.95,0,1.3
-0.298702,-0.085112,-0.950544,-0.416991,-0.079605,-0.905418,-0.368,-0.089,116.3,-47.5,837.3,-0.248,0.455,0.129,0.17,0,0,0,0,1.75,0,0.59,0,0,1.43,0.08,0.93,0,1.34
-0.298442,-0.085025,-0.950633,-0.416626,-0.079538,-0.905592,-0.368,-0.088,116.4,-47.6,837.7,-0.247,0.455,0.129,0.15,0,0,0,0,1.61,0,0.55,0,0,1.48,0.05,0.93,0,1.53
-0.299941,-0.080983,-0.950514,-0.417277,-0.074922,-0.905686,-0.369,-0.084,116.4,-47.6,836.7,-0.244,0.456,0.124,0.15,0,0,0,0,1.72,0,0.45,0,0,1.49,0.15,0.97,0,1.57
-0.300521,-0.079217,-0.95048,-0.418384,-0.073424,-0.905298,-0.37,-0.082,116.5,-48,836.3,-0.243,0.458,0.122,0.16,0,0,0,0,1.81,0,0.32,0,0,1.5,0.26,1.01,0,1.59
-0.3008,-0.078029,-0.95049,-0.418487,-0.072234,-0.905346,-0.37,-0.081,116.5,-48,836.5,-0.242,0.458,0.122,0.24,0,0,0,0,1.92,0,0.27,0,0,1.4,0.24,0.96,0,1.61
-0.303049,-0.070135,-0.950391,-0.419841,-0.063263,-0.90539,-0.371,-0.072,116.9,-48.2,838.2,-0.248,0.454,0.122,0.32,0.05,0.02,0,0,1.98,0,0.27,0,0,1.35,0.12,0.95,0,1.62
-0.30663,-0.061802,-0.94982,-0.424695,-0.054044,-0.903722,-0.376,-0.062,116.9,-48.2,837.9,-0.243,0.458,0.118,0.39,0.05,0.03,0,0,2.01,0,0.3,0,0,1.31,0.06,0.93,0,1.63
-0.306727,-0.060907,-0.949847,-0.42494,-0.053217,-0.903656,-0.376,-0.061,116.9,-48.2,838,-0.242,0.459,0.118,0.3,0.05,0.03,0,0,2.07,0,0.31,0,0,1.33,0.06,0.97,0,1.62
-0.304415,-0.061547,-0.950549,-0.422659,-0.053962,-0.904681,-0.374,-0.062,116.9,-48.1,837.7,-0.237,0.457,0.115,0.17,0,0.01,0,0,2.05,0,0.36,0,0,1.34,0.07,0.97,0,1.48
-0.302076,-0.064428,-0.951104,-0.419896,-0.057436,-0.905753,-0.371,-0.066,116.9,-48,835.8,-0.233,0.457,0.113,0.13,0,0,0.07,0,1.95,0,0.5,0,0,1.37,0.06,1,0,1.65
-0.305583,-0.069451,-0.949629,-0.425038,-0.064162,-0.902898,-0.376,-0.072,117.1,-48.1,833.6,-0.237,0.466,0.12,0.17,0,0,0.13,0,1.92,0,0.61,0,0,1.45,0.07,1.04,0,1.79
-0.305537,-0.068508,-0.949712,-0.425177,-0.063349,-0.90289,-0.376,-0.071,117.1,-48.1,833.4,-0.236,0.466,0.12,0.3,0,0,0.14,0,1.76,0,0.68,0,0,1.43,0.17,1.04,0,1.96
-0.302815,-0.074965,-0.950096,-0.42082,-0.069893,-0.904448,-0.372,-0.078,117.9,-48.3,830.8,-0.244,0.459,0.129,0.37,0,0,0.07,0,1.7,0,0.59,0,0,1.38,0.2,1.01,0,1.94
-0.301114,-0.079911,-0.950234,-0.42055,-0.076539,-0.904035,-0.371,-0.084,118.8,-48.7,828.6,-0.256,0.458,0.141,0.44,0,0,0.01,0,1.54,0,0.5,0,0,1.32,0.31,0.97,0,1.85
-0.301817,-0.076528,-0.950289,-0.421363,-0.07349,-0.903909,-0.372,-0.081,118.9,-48.8,829.2,-0.252,0.459,0.141,0.48,0.09,0,0,0,1.52,0,0.35,0,0,1.41,0.19,0.95,0,1.97
-0.298977,-0.083653,-0.950587,-0.418638,-0.082032,-0.904441,-0.369,-0.089,119.8,-48.9,827.7,-0.258,0.454,0.156,0.58,0.33,0,0.06,0,1.47,0,0.21,0,0,1.51,0.11,0.89,0,1.88
-0.30034,-0.08526,-0.950014,-0.420287,-0.085175,-0.903385,-0.371,-0.092,120.4,-48.8,827.1,-0.261,0.456,0.17,0.65,0.53,0,0.06,0,1.51,0,0.12,0,0,1.58,0,0.83,0,1.78
-0.301148,-0.080673,-0.950159,-0.421107,-0.080941,-0.903392,-0.372,-0.087,120.5,-48.9,827.9,-0.256,0.456,0.172,0.68,0.5,0.03,0.06,0,1.45,0,0.1,0,0,1.62,0.03,0.72,0,1.64
-0.298775,-0.082193,-0.950777,-0.418674,-0.08425,-0.90422,-0.369,-0.089,120.8,-48.8,824.9,-0.259,0.452,0.179,0.59,0.31,0.03,0,0,1.48,0,0.17,0,0,1.52,0.03,0.75,0,1.68
-0.298535,-0.085436,-0.950567,-0.419827,-0.088125,-0.903316,-0.37,-0.093,120.8,-48.8,823,-0.263,0.451,0.186,0.52,0.11,0.03,0,0,1.47,0,0.24,0,0,1.39,0.05,0.77,0,1.77
-0.29868,-0.083635,-0.950682,-0.419984,-0.086472,-0.903402,-0.37,-0.091,120.9,-48.9,823.5,-0.261,0.451,0.187,0.54,0.27,0,0,0,1.49,0,0.3,0,0,1.33,0.13,0.87,0,1.78
-0.296366,-0.08303,-0.951459,-0.417125,-0.08615,-0.904757,-0.367,-0.091,120.9,-48.7,822.5,-0.259,0.445,0.191,0.49,0.36,0.02,0,0,1.36,0,0.3,0,0,1.33,0.13,0.84,0,1.73
-0.295659,-0.079701,-0.951963,-0.415657,-0.083519,-0.905679,-0.366,-0.088,120.7,-48.5,822.5,-0.254,0.445,0.189,0.4,0.41,0.02,0,0,1.4,0,0.22,0,0,1.43,0.13,0.9,0,1.57
-0.296247,-0.072279,-0.952372,-0.416057,-0.076423,-0.906121,-0.366,-0.08,120.2,-48.4,823.3,-0.245,0.446,0.186,0.23,0.27,0.03,0,0,1.46,0,0.15,0,0,1.4,0.05,0.96,0,1.49
-0.295972,-0.071975,-0.952481,-0.415637,-0.076131,-0.906339,-0.366,-0.08,120.2,-48.4,823.4,-0.244,0.445,0.186,0.21,0.25,0.01,0,0,1.58,0,0.11,0,0,1.43,0.06,1.04,0,1.36
-0.296017,-0.071571,-0.952498,-0.415658,-0.075801,-0.906357,-0.366,-0.079,120.2,-48.4,823.5,-0.244,0.445,0.187,0.26,0.23,0.01,0,0,1.56,0,0.13,0,0,1.36,0.06,1.04,0,1.35
-0.294871,-0.071747,-0.95284,-0.414621,-0.075092,-0.906891,-0.364,-0.079,119.5,-48.4,823.3,-0.242,0.443,0.183,0.32,0.19,0,0,0,1.57,0,0.15,0,0,1.3,0.09,1.03,0,1.35
-0.294802,-0.07186,-0.952852,-0.414523,-0.075043,-0.90694,-0.364,-0.079,119.5,-48.4,823.2,-0.242,0.443,0.183,0.39,0.26,0,0,0,1.62,0,0.21,0,0,1.29,0.08,1.01,0,1.25
-0.293636,-0.070812,-0.953291,-0.414293,-0.073599,-0.907163,-0.364,-0.077,118.7,-48.4,823.3,-0.24,0.443,0.178,0.44,0.24,0,0,0,1.48,0,0.2,0,0,1.32,0.07,1.01,0,1.14
-0.294267,-0.075645,-0.952725,-0.414401,-0.078556,-0.906698,-0.364,-0.083,117.8,-48.5,823.2,-0.247,0.444,0.179,0.48,0.19,0,0,0,1.27,0,0.22,0,0,1.29,0.05,1.02,0,1
-0.294319,-0.075829,-0.952694,-0.414643,-0.078665,-0.906578,-0.364,-0.083,117.8,-48.5,823,-0.247,0.444,0.18,0.54,0.16,0,0,0,1.26,0,0.12,0,0,1.27,0.17,0.96,0,1.03
-0.295203,-0.069217,-0.952924,-0.416143,-0.072063,-0.906439,-0.365,-0.076,117.4,-48.2,823.2,-0.238,0.447,0.173,0.54,0.25,0,0,0,1.36,0,0.15,0,0,1.22,0.26,0.94,0,1.15
-0.295957,-0.069625,-0.95266,-0.416441,-0.071953,-0.906311,-0.366,-0.076,117,-48,823.5,-0.238,0.448,0.173,0.6,0.36,0,0,0,1.51,0,0.28,0,0,1.4,0.29,0.94,0,1.22
-0.295958,-0.0673,-0.952827,-0.416023,-0.069826,-0.906669,-0.366,-0.074,116.9,-48,824.6,-0.235,0.448,0.171,0.58,0.32,0,0,0,1.49,0,0.48,0,0,1.55,0.25,0.99,0,1.23
-0.295744,-0.068145,-0.952834,-0.415746,-0.070742,-0.906725,-0.365,-0.075,116.9,-47.9,824.3,-0.236,0.448,0.171,0.64,0.45,0,0,0,1.51,0,0.4,0,0,1.82,0.18,0.99,0,1.18
-0.295856,-0.069249,-0.952719,-0.416482,-0.071117,-0.906358,-0.366,-0.075,116.8,-47.9,824.9,-0.237,0.449,0.17,0.68,0.4,0,0,0,1.53,0,0.26,0,0,1.8,0.22,1,0,1.2
-0.296662,-0.072061,-0.95226,-0.416968,-0.073262,-0.905964,-0.367,-0.078,116.6,-47.7,824.5,-0.239,0.449,0.172,0.72,0.42,0,0,0,1.54,0,0.11,0,0,1.73,0.26,1.04,0,1.2
-0.296824,-0.073334,-0.952112,-0.417028,-0.074394,-0.905844,-0.367,-0.079,116.6,-47.6,824.1,-0.241,0.449,0.171,0.68,0.33,0,0.03,0,1.55,0,0.15,0,0,1.66,0.22,1.06,0,1.37
-0.295702,-0.075021,-0.95233,-0.415791,-0.076817,-0.90621,-0.366,-0.082,116.4,-47.5,823.6,-0.243,0.449,0.168,0.65,0.35,0,0.15,0,1.62,0,0.21,0,0,1.68,0.14,1.07,0,1.53
-0.294913,-0.074666,-0.952602,-0.413962,-0.076068,-0.90711,-0.364,-0.081,116.7,-47.4,824.2,-0.241,0.446,0.167,0.6,0.29,0,0.25,0,1.67,0,0.28,0,0,1.72,0.05,1.09,0,1.68
